iso_code,country_name,date,total_doses,at_least_one_dose,fully_vaccinated,date_accessed
0,Côte D’Ivoire,2021-03-04,660.0,797.0,0.0,2022-07-29
0,Côte D’Ivoire,2021-06-10,601903.0,538044.0,63859.0,2022-07-29
0,Côte D’Ivoire,2021-06-15,708503.0,638017.0,70486.0,2022-07-29
0,Côte D’Ivoire,2022-05-22,12387947.0,7952458.0,5437294.0,2022-07-29
0,Côte D’Ivoire,2021-09-10,1467277.0,1193877.0,273400.0,2022-07-29
0,Côte D’Ivoire,2022-02-20,9558981.0,5812567.0,3746414.0,2022-07-29
0,Côte D’Ivoire,2021-08-23,1253234.0,1022558.0,230676.0,2022-07-29
0,Côte D’Ivoire,2021-08-27,1307791.0,1058874.0,248917.0,2022-07-29
0,Côte D’Ivoire,2022-02-11,8574775.0,5546012.0,3028763.0,2022-07-29
0,Côte D’Ivoire,2022-05-08,12387947.0,7952458.0,5437294.0,2022-07-29
0,Côte D’Ivoire,2021-06-24,728874.0,657110.0,71874.0,2022-07-29
0,Côte D’Ivoire,2021-06-17,708503.0,638017.0,70486.0,2022-07-29
0,Côte D’Ivoire,2021-10-28,3144043.0,2264016.0,880027.0,2022-07-29
0,Côte D’Ivoire,2021-08-16,1131037.0,955746.0,175291.0,2022-07-29
0,Côte D’Ivoire,2021-08-20,1222952.0,1008925.0,214027.0,2022-07-29
0,Côte D’Ivoire,2022-01-14,7450983.0,5155788.0,2295195.0,2022-07-29
0,Côte D’Ivoire,2021-03-11,7820.0,7820.0,0.0,2022-07-29
0,Côte D’Ivoire,2021-06-14,690433.0,620538.0,69895.0,2022-07-29
0,Côte D’Ivoire,2021-10-31,3232947.0,2314075.0,918872.0,2022-07-29
0,Côte D’Ivoire,2021-11-04,3376376.0,2397955.0,978421.0,2022-07-29
0,Côte D’Ivoire,2022-01-18,7482020.0,5166682.0,2315338.0,2022-07-29
0,Côte D’Ivoire,2022-01-27,7591109.0,5208637.0,2382472.0,2022-07-29
0,Côte D’Ivoire,2021-05-26,498111.0,446180.0,51931.0,2022-07-29
0,Côte D’Ivoire,2021-08-09,1131037.0,955746.0,175291.0,2022-07-29
0,Côte D’Ivoire,2021-07-24,902092.0,812254.0,89838.0,2022-07-29
0,Côte D’Ivoire,2021-10-04,2294393.0,1801631.0,492762.0,2022-07-29
0,Côte D’Ivoire,2021-12-31,7113233.0,4950775.0,2162458.0,2022-07-29
0,Côte D’Ivoire,2021-05-18,332895.0,292060.0,40835.0,2022-07-29
0,Côte D’Ivoire,2021-05-31,543100.0,485729.0,57371.0,2022-07-29
0,Côte D’Ivoire,2021-06-08,601903.0,538044.0,63859.0,2022-07-29
0,Côte D’Ivoire,2021-05-24,486055.0,434331.0,51724.0,2022-07-29
0,Côte D’Ivoire,2021-07-26,929427.0,831249.0,98178.0,2022-07-29
0,Côte D’Ivoire,2021-10-24,3046263.0,2205593.0,840670.0,2022-07-29
0,Côte D’Ivoire,2022-04-26,11982186.0,7952458.0,5437294.0,2022-07-29
0,Côte D’Ivoire,2021-05-21,417850.0,370632.0,47218.0,2022-07-29
0,Côte D’Ivoire,2022-04-17,11982186.0,7952458.0,5437294.0,2022-07-29
0,Côte D’Ivoire,2021-10-15,2762147.0,2060675.0,701472.0,2022-07-29
0,Côte D’Ivoire,2021-12-05,4528780.0,3120320.0,1408460.0,2022-07-29
0,Côte D’Ivoire,2021-10-19,2892373.0,2122428.0,769945.0,2022-07-29
0,Côte D’Ivoire,2022-04-24,11982186.0,7952458.0,5437294.0,2022-07-29
0,Côte D’Ivoire,2021-08-03,976545.0,859626.0,116919.0,2022-07-29
0,Côte D’Ivoire,2022-05-01,11982186.0,7952458.0,5437294.0,2022-07-29
0,Côte D’Ivoire,2021-05-03,155018.0,129259.0,25759.0,2022-07-29
0,Côte D’Ivoire,2021-05-05,155018.0,129259.0,25759.0,2022-07-29
0,Côte D’Ivoire,2021-05-12,260674.0,224915.0,35759.0,2022-07-29
0,Côte D’Ivoire,2021-05-14,280919.0,243713.0,37206.0,2022-07-29
0,Côte D’Ivoire,2021-10-11,2578266.0,1970527.0,607739.0,2022-07-29
0,Côte D’Ivoire,2021-04-26,118224.0,101242.0,16982.0,2022-07-29
0,Côte D’Ivoire,2022-04-10,11872480.0,7927713.0,5394807.0,2022-07-29
0,Côte D’Ivoire,2021-04-21,104153.0,90823.0,0.0,2022-07-29
SYC,Seychelles,2021-04-12,105813.0,64870.0,40313.0,2022-07-29
SYC,Seychelles,2021-07-10,152042.0,80139.0,71438.0,2022-07-29
SYC,Seychelles,2021-03-11,86018.0,59251.0,26767.0,2022-07-29
SYC,Seychelles,2021-03-04,97779.0,47799.0,16204.0,2022-07-29
SYC,Seychelles,2021-08-25,127476.0,74309.0,70441.0,2022-07-29
SYC,Seychelles,2021-03-10,86018.0,59251.0,26767.0,2022-07-29
SYC,Seychelles,2021-04-26,66433.0,66433.0,50524.0,2022-07-29
SYC,Seychelles,2021-04-21,66433.0,66433.0,0.0,2022-07-29
BFA,Burkina Faso,2021-08-23,98670.0,77659.0,13558.0,2022-07-29
BFA,Burkina Faso,2021-10-31,393427.0,358629.0,283911.0,2022-07-29
BFA,Burkina Faso,2021-11-07,414981.0,332545.0,300842.0,2022-07-29
BFA,Burkina Faso,2021-08-03,35402.0,35402.0,0.0,2022-07-29
BFA,Burkina Faso,2022-05-01,2928989.0,2434140.0,1539151.0,2022-07-29
BFA,Burkina Faso,2021-10-24,380344.0,348158.0,278016.0,2022-07-29
BFA,Burkina Faso,2021-10-17,297231.0,315749.0,255240.0,2022-07-29
BFA,Burkina Faso,2021-07-19,31671.0,31671.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-06-08,23027.0,12374.0,10653.0,2022-07-29
0,Sao Tome And Principe,2021-11-05,108838.0,80345.0,28493.0,2022-07-29
0,Sao Tome And Principe,2021-05-26,14509.0,12374.0,2135.0,2022-07-29
0,Sao Tome And Principe,2021-10-09,101065.0,73554.0,27511.0,2022-07-29
0,Sao Tome And Principe,2021-11-30,121357.0,83283.0,38074.0,2022-07-29
0,Sao Tome And Principe,2021-05-10,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-07-19,41436.0,29725.0,11711.0,2022-07-29
0,Sao Tome And Principe,2021-10-13,102791.0,75036.0,27755.0,2022-07-29
0,Sao Tome And Principe,2021-04-26,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-09-29,91457.0,66202.0,25255.0,2022-07-29
0,Sao Tome And Principe,2021-04-14,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-12-13,137612.0,86396.0,51216.0,2022-07-29
0,Sao Tome And Principe,2021-04-21,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-04-27,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-12-07,132705.0,85356.0,47349.0,2022-07-29
0,Sao Tome And Principe,2021-10-02,94640.0,68443.0,26197.0,2022-07-29
0,Sao Tome And Principe,2021-09-14,61015.0,48866.0,12149.0,2022-07-29
0,Sao Tome And Principe,2021-04-19,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-09-24,82679.0,60559.0,22120.0,2022-07-29
0,Sao Tome And Principe,2021-12-09,134615.0,85687.0,48928.0,2022-07-29
0,Sao Tome And Principe,2022-03-29,208657.0,113708.0,86914.0,2022-07-29
0,Sao Tome And Principe,2021-04-12,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-07-13,37716.0,26184.0,11534.0,2022-07-29
0,Sao Tome And Principe,2021-09-21,73223.0,55036.0,18187.0,2022-07-29
0,Sao Tome And Principe,2021-11-26,121357.0,83283.0,38074.0,2022-07-29
0,Sao Tome And Principe,2022-03-07,205085.0,113027.0,86046.0,2022-07-29
0,Sao Tome And Principe,2021-03-24,6027.0,0.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-04-05,12367.0,0.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-11-11,109686.0,81125.0,28561.0,2022-07-29
0,Sao Tome And Principe,2021-11-21,114251.0,82256.0,31995.0,2022-07-29
0,Sao Tome And Principe,2021-03-18,2058.0,0.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-03-26,10723.0,0.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-09-17,65542.0,51447.0,14095.0,2022-07-29
0,Sao Tome And Principe,2022-03-01,193775.0,111775.0,77969.0,2022-07-29
0,Sao Tome And Principe,2021-06-20,23918.0,12374.0,11544.0,2022-07-29
0,Sao Tome And Principe,2021-07-12,37716.0,26184.0,11534.0,2022-07-29
0,Sao Tome And Principe,2021-09-10,57154.0,45088.0,12066.0,2022-07-29
0,Sao Tome And Principe,2021-06-28,27986.0,16453.0,11612.0,2022-07-29
0,Sao Tome And Principe,2021-11-10,109686.0,81125.0,28561.0,2022-07-29
0,Sao Tome And Principe,2021-09-06,50886.0,38979.0,11907.0,2022-07-29
0,Sao Tome And Principe,2021-08-23,43987.0,32114.0,11873.0,2022-07-29
0,Sao Tome And Principe,2021-07-05,33996.0,22463.0,11533.0,2022-07-29
0,Sao Tome And Principe,2021-09-01,46349.0,34468.0,11881.0,2022-07-29
0,Sao Tome And Principe,2021-06-24,24908.0,13354.0,11554.0,2022-07-29
0,Sao Tome And Principe,2022-05-22,208657.0,113708.0,86914.0,2022-07-29
0,Sao Tome And Principe,2021-06-15,23918.0,12374.0,11544.0,2022-07-29
0,Sao Tome And Principe,2022-05-01,208657.0,113708.0,86914.0,2022-07-29
0,Sao Tome And Principe,2021-06-14,23918.0,12374.0,11544.0,2022-07-29
0,Sao Tome And Principe,2021-06-17,23918.0,12374.0,11544.0,2022-07-29
0,Sao Tome And Principe,2021-08-26,43987.0,32114.0,11873.0,2022-07-29
0,Sao Tome And Principe,2022-05-15,208657.0,113708.0,86914.0,2022-07-29
0,Sao Tome And Principe,2021-08-09,43978.0,32107.0,11871.0,2022-07-29
0,Sao Tome And Principe,2021-05-21,12374.0,12374.0,0.0,2022-07-29
0,Sao Tome And Principe,2022-05-08,208657.0,113708.0,86914.0,2022-07-29
0,Sao Tome And Principe,2021-08-16,43987.0,32114.0,11873.0,2022-07-29
0,Sao Tome And Principe,2021-06-10,23644.0,12374.0,11270.0,2022-07-29
0,Sao Tome And Principe,2021-08-20,43987.0,32114.0,11873.0,2022-07-29
