entity,date,total_doses,at_least_one_dose,fully_vaccinated,persons_booster_add_dose,source,country_name,date_accessed
SRI LANKA,2022-01-04,29846569.0,15995725.0,13850844.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-12-28,29824620.0,15987913.0,13836707.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-01-10,29882422.0,16020257.0,13862165.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-11-02,29172685.0,15671510.0,13501175.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-05-03,39488411.0,17064210.0,14456721.0,7967480.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-08-02,12758216.0,10309855.0,2448361.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-10-18,27603568.0,14785189.0,12818379.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-10-26,28413012.0,15147114.0,13265898.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-05-17,1659656.0,1364764.0,294892.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-05-24,1797413.0,1456485.0,340928.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-07-27,10119124.0,8232194.0,1886930.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-04-04,39334477.0,17013894.0,14427857.0,7892726.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-10-05,26582559.0,14615232.0,11967327.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-10-12,27285321.0,14731502.0,12553819.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-12-21,29790074.0,15972186.0,13817888.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-04-11,39365274.0,17019170.0,14436626.0,7909478.0,,Sri Lanka,2022-07-29
SRI LANKA,2022-04-25,39442424.0,17033222.0,14449321.0,7959881.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-05-03,1134638.0,935657.0,198981.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-04-10,927711.0,927711.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-04-21,927711.0,927711.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-11-23,29638112.0,15916995.0,13721117.0,,,Sri Lanka,2022-07-29
SENEGAL,2021-03-24,207618.0,,,,,Senegal,2022-07-29
SENEGAL,2021-04-14,429106.0,370037.0,,,,Senegal,2022-07-29
SENEGAL,2021-09-23,1747662.0,1232940.0,815713.0,,,Senegal,2022-07-29
SENEGAL,2021-11-22,1903098.0,1316401.0,918359.0,,,Senegal,2022-07-29
SENEGAL,2021-11-26,1910830.0,1321923.0,924182.0,,,Senegal,2022-07-29
SENEGAL,2021-10-13,1835241.0,1275808.0,871709.0,,,Senegal,2022-07-29
SENEGAL,2021-04-21,437852.0,376093.0,,,,Senegal,2022-07-29
SENEGAL,2021-07-13,823610.0,587088.0,236544.0,,,Senegal,2022-07-29
SENEGAL,2021-09-13,1665800.0,1196616.0,763245.0,,,Senegal,2022-07-29
SENEGAL,2021-11-15,1891357.0,1308675.0,909451.0,,,Senegal,2022-07-29
SENEGAL,2022-02-18,2064199.0,1438609.0,1022478.0,,,Senegal,2022-07-29
SENEGAL,2021-09-15,1683231.0,1203066.0,774839.0,,,Senegal,2022-07-29
SENEGAL,2021-03-18,130599.0,,,,,Senegal,2022-07-29
SENEGAL,2021-09-06,1619953.0,1177640.0,732739.0,,,Senegal,2022-07-29
SENEGAL,2022-02-22,2473562.0,1440720.0,1028842.0,2423.0,,Senegal,2022-07-29
SENEGAL,2021-06-24,630943.0,501633.0,129130.0,,,Senegal,2022-07-29
SENEGAL,2021-09-01,1600053.0,1169276.0,718830.0,,,Senegal,2022-07-29
SENEGAL,2021-04-05,339374.0,,,,,Senegal,2022-07-29
SENEGAL,2021-07-12,816481.0,582725.0,233756.0,,,Senegal,2022-07-29
SENEGAL,2022-05-22,2075151.0,1421720.0,1051041.0,7027.0,,Senegal,2022-07-29
SENEGAL,2021-06-17,632648.0,480311.0,87337.0,,,Senegal,2022-07-29
SENEGAL,2021-03-05,52031.0,52031.0,,,,Senegal,2022-07-29
SENEGAL,2021-03-04,52031.0,52031.0,,,,Senegal,2022-07-29
SENEGAL,2021-06-20,593849.0,488203.0,105646.0,,,Senegal,2022-07-29
SENEGAL,2021-11-11,1885901.0,1305060.0,905061.0,,,Senegal,2022-07-29
SENEGAL,2021-03-11,68017.0,68017.0,,,,Senegal,2022-07-29
SENEGAL,2021-06-14,625448.0,477957.0,82491.0,,,Senegal,2022-07-29
SENEGAL,2021-08-23,1483312.0,1131827.0,626669.0,,,Senegal,2022-07-29
SENEGAL,2021-08-27,1565549.0,1156888.0,693504.0,,,Senegal,2022-07-29
SENEGAL,2021-11-18,1896905.0,1312681.0,913620.0,,,Senegal,2022-07-29
SENEGAL,2021-06-28,664826.0,515344.0,149482.0,,,Senegal,2022-07-29
SENEGAL,2021-11-03,1872024.0,1295646.0,895314.0,,,Senegal,2022-07-29
SENEGAL,2022-05-08,2075151.0,1421720.0,1045680.0,7027.0,,Senegal,2022-07-29
SENEGAL,2021-08-09,1360095.0,1035558.0,564998.0,,,Senegal,2022-07-29
SENEGAL,2021-08-16,1451106.0,1109720.0,608414.0,,,Senegal,2022-07-29
SENEGAL,2021-06-10,545915.0,474136.0,71779.0,,,Senegal,2022-07-29
SENEGAL,2021-06-15,632648.0,480311.0,87337.0,,,Senegal,2022-07-29
SENEGAL,2022-05-01,2075151.0,1421720.0,1045680.0,7027.0,,Senegal,2022-07-29
SENEGAL,2021-05-18,500150.0,433531.0,66619.0,,,Senegal,2022-07-29
SENEGAL,2021-05-31,522575.0,452735.0,70200.0,,,Senegal,2022-07-29
SENEGAL,2021-06-08,537467.0,466578.0,70889.0,,,Senegal,2022-07-29
SENEGAL,2022-02-09,2441692.0,1421720.0,1008421.0,,,Senegal,2022-07-29
SENEGAL,2022-05-15,2075151.0,1421720.0,1051041.0,7027.0,,Senegal,2022-07-29
SENEGAL,2021-05-21,506388.0,437792.0,68596.0,,,Senegal,2022-07-29
SENEGAL,2021-05-26,513332.0,444007.0,62325.0,,,Senegal,2022-07-29
SENEGAL,2022-04-17,2075151.0,1421720.0,1045680.0,7027.0,,Senegal,2022-07-29
SENEGAL,2021-05-14,497840.0,431498.0,66342.0,,,Senegal,2022-07-29
SENEGAL,2022-02-02,2044504.0,1415371.0,1003584.0,,,Senegal,2022-07-29
SENEGAL,2021-08-20,1483312.0,1131827.0,626669.0,,,Senegal,2022-07-29
SENEGAL,2022-01-06,1923773.0,1316775.0,963489.0,,,Senegal,2022-07-29
SENEGAL,2021-08-03,1204245.0,900914.0,487239.0,,,Senegal,2022-07-29
SENEGAL,2021-05-24,511286.0,442133.0,69153.0,,,Senegal,2022-07-29
SENEGAL,2021-07-26,906557.0,640013.0,276953.0,,,Senegal,2022-07-29
SENEGAL,2021-11-05,1876787.0,1298874.0,898540.0,,,Senegal,2022-07-29
SENEGAL,2022-01-27,1923773.0,1316775.0,963489.0,,,Senegal,2022-07-29
SENEGAL,2021-12-01,1918215.0,1327385.0,929154.0,,,Senegal,2022-07-29
SENEGAL,2022-04-26,2075151.0,1421720.0,1045680.0,7027.0,,Senegal,2022-07-29
SENEGAL,2021-10-20,1961144.0,1281042.0,879073.0,,,Senegal,2022-07-29
SENEGAL,2022-04-24,2075151.0,1421720.0,1045680.0,7027.0,,Senegal,2022-07-29
SENEGAL,2021-07-24,889854.0,625510.0,264344.0,,,Senegal,2022-07-29
SENEGAL,2021-10-06,1812554.0,1263844.0,857860.0,,,Senegal,2022-07-29
SENEGAL,2021-03-26,294607.0,,,,,Senegal,2022-07-29
SENEGAL,2022-03-01,2493984.0,1448125.0,1031849.0,2882.0,,Senegal,2022-07-29
SENEGAL,2022-03-15,2496373.0,1457116.0,1039257.0,3430.0,,Senegal,2022-07-29
SENEGAL,2021-05-05,484441.0,418828.0,65613.0,,,Senegal,2022-07-29
SENEGAL,2021-05-12,497840.0,431498.0,66342.0,,,Senegal,2022-07-29
SENEGAL,2021-04-26,462713.0,399915.0,62798.0,,,Senegal,2022-07-29
SENEGAL,2021-04-28,470009.0,406981.0,63028.0,,,Senegal,2022-07-29
SENEGAL,2021-10-18,1959198.0,1280390.0,877598.0,,,Senegal,2022-07-29
SENEGAL,2021-09-30,1785056.0,1251403.0,840154.0,,,Senegal,2022-07-29
SENEGAL,2021-10-01,1790447.0,1253691.0,843904.0,,,Senegal,2022-07-29
SENEGAL,2021-12-03,1919300.0,1328153.0,930046.0,,,Senegal,2022-07-29
SENEGAL,2021-05-03,479243.0,441229.0,65014.0,,,Senegal,2022-07-29
SENEGAL,2021-05-10,492861.0,426757.0,66104.0,,,Senegal,2022-07-29
SENEGAL,2021-07-19,870251.0,611166.0,259085.0,,,Senegal,2022-07-29
SENEGAL,2021-04-12,409419.0,351372.0,58047.0,,,Senegal,2022-07-29
SENEGAL,2021-04-19,432681.0,372311.0,,,,Senegal,2022-07-29
SENEGAL,2021-12-15,1935841.0,1339895.0,942123.0,,,Senegal,2022-07-29
SENEGAL,2021-12-21,1939324.0,1342352.0,944643.0,,,Senegal,2022-07-29
SENEGAL,2021-04-27,466857.0,403935.0,62922.0,,,Senegal,2022-07-29
SENEGAL,2021-12-09,1928411.0,1334702.0,936623.0,,,Senegal,2022-07-29
SENEGAL,2022-03-09,2488671.0,1452996.0,1035675.0,2404.0,,Senegal,2022-07-29
SENEGAL,2021-07-05,751129.0,549768.0,201361.0,,,Senegal,2022-07-29
SENEGAL,2021-10-08,1821218.0,1268640.0,863081.0,,,Senegal,2022-07-29
SENEGAL,2021-09-20,1723067.0,1221424.0,799722.0,,,Senegal,2022-07-29
SENEGAL,2021-09-27,1765380.0,1241276.0,827345.0,,,Senegal,2022-07-29
SENEGAL,2021-11-24,1908088.0,1319915.0,922233.0,,,Senegal,2022-07-29
CANADA,2021-04-30,13331068.0,12245868.0,1085200.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-07-23,47009235.0,26688514.0,20320721.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-12-17,63897183.0,31159625.0,29137943.0,3599615.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-04-08,81409801.0,32462936.0,31046292.0,17900573.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-10-01,56290492.0,29272263.0,27018229.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-10-08,56272939.0,29091447.0,27187246.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-03-25,81133561.0,32439866.0,30969013.0,17724682.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-03-04,80557215.0,32390780.0,30779585.0,17386850.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-04-15,81549238.0,32475528.0,31086454.0,17987256.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-10-15,57104113.0,29484916.0,27619197.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-04-01,81274899.0,32451069.0,31004341.0,17819489.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-05-07,15182710.0,13970492.0,1121218.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-04-16,9205307.0,8350721.0,854586.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-03-19,3676425.0,3055828.0,620597.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-12-10,62297436.0,30565522.0,29094804.0,2651999.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-11-26,59808412.0,29999200.0,28876084.0,944939.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-12-03,61278608.0,30219708.0,29013317.0,2058978.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-03-18,80969239.0,32426582.0,30914817.0,17627840.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-06-25,34504628.0,25414384.0,9090244.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-03-26,4740035.0,4086178.0,653857.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-03-11,80780947.0,32411599.0,30856561.0,17512787.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-09-24,55577143.0,28928703.0,26648440.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-11-29,59974557.0,29999200.0,28876084.0,1111084.0,,Canada,2022-07-29
CANADA,2021-04-09,7447525.0,6680099.0,767426.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-02-25,80233844.0,32365984.0,30693702.0,17174158.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-07-02,38068118.0,25779186.0,12288932.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-04-01,5690380.0,5004406.0,685974.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-09-03,53625341.0,28044084.0,25581257.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-11-12,59385949.0,30011930.0,28597244.0,776775.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-11-19,59852559.0,30121803.0,28795770.0,934986.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-02-05,1032559.0,883268.0,149291.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2021-08-20,52163987.0,27566591.0,24597396.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-07-09,41699050.0,26125815.0,15573235.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-07-16,44579166.0,26423160.0,18156006.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-09-10,54228989.0,28293300.0,25935689.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-09-17,54807381.0,28543478.0,26263903.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-06-18,30885092.0,24880007.0,6005085.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-01-28,76764492.0,32114313.0,29822964.0,14827215.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-02-18,79793377.0,32335925.0,30569838.0,16887614.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-02-26,1745026.0,1242614.0,502412.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2022-05-20,82754363.0,32906750.0,31217106.0,18630507.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-01-22,769092.0,695746.0,73346.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2021-06-04,25226671.0,22738558.0,2488113.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-08-13,51241661.0,27345260.0,23896401.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-02-12,1213025.0,952349.0,260676.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2021-02-19,1382126.0,1007784.0,374342.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2021-03-05,2225278.0,1665451.0,559827.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2021-06-11,28073858.0,24150149.0,3923709.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-02-11,79079865.0,32280127.0,30357857.0,16441881.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-05-13,82336196.0,32546530.0,31210342.0,18579324.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-03-12,2719317.0,2131715.0,587602.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2021-01-29,926242.0,829385.0,96857.0,,https://covid19tracker.ca/vaccinationtracker.html,Canada,2022-07-29
CANADA,2021-08-27,52933914.0,27785566.0,25148348.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-02-04,78114935.0,32210802.0,30079407.0,15824726.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-04-29,81841579.0,32508977.0,31144367.0,18188235.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-05-14,17563063.0,16203024.0,1360039.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-05-06,82266137.0,32534718.0,31193378.0,18538041.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-05-28,22622529.0,20766387.0,1856142.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-01-14,72568169.0,31840876.0,29472327.0,11254966.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-01-21,74905276.0,31987558.0,29596364.0,13321354.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-01-07,70004264.0,31680678.0,29355481.0,8968105.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-04-22,81722003.0,32495230.0,31121704.0,18105069.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-08-09,50589100.0,27209344.0,23379756.0,,,Canada,2022-07-29
CANADA,2021-08-06,50240516.0,27146305.0,23094211.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-10-29,58511813.0,29797297.0,28185778.0,528738.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-11-05,58627203.0,29706748.0,28284381.0,645159.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-04-23,11391798.0,9432492.0,1959306.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-12-23,65784888.0,31416719.0,29206295.0,5161874.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-05-21,20124578.0,18556406.0,1568172.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-07-30,48957840.0,26942150.0,22015690.0,,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-10-22,57669374.0,29460580.0,27785206.0,430946.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2021-12-31,68186660.0,31582449.0,29288830.0,7315381.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
BHUTAN,2021-05-03,481491.0,481491.0,,,,Bhutan,2022-07-29
BHUTAN,2022-04-03,1804259.0,689748.0,582523.0,531988.0,,Bhutan,2022-07-29
BHUTAN,2021-10-10,1087753.0,585479.0,502274.0,,,Bhutan,2022-07-29
BHUTAN,2021-12-20,1154843.0,589762.0,565081.0,,,Bhutan,2022-07-29
BHUTAN,2022-04-10,1888156.0,691290.0,662656.0,534210.0,,Bhutan,2022-07-29
BHUTAN,2021-04-27,480181.0,480181.0,,,,Bhutan,2022-07-29
BHUTAN,2021-11-21,1153283.0,589141.0,564142.0,,,Bhutan,2022-07-29
BHUTAN,2021-11-28,1153555.0,589215.0,564340.0,,,Bhutan,2022-07-29
BHUTAN,2021-07-05,486126.0,484820.0,1306.0,,,Bhutan,2022-07-29
BHUTAN,2022-02-27,1592652.0,596568.0,574736.0,421348.0,,Bhutan,2022-07-29
BHUTAN,2021-07-12,487060.0,485497.0,1563.0,,,Bhutan,2022-07-29
BHUTAN,2022-03-27,1798216.0,688978.0,581668.0,527570.0,,Bhutan,2022-07-29
BHUTAN,2021-09-19,1068414.0,574135.0,494279.0,,,Bhutan,2022-07-29
BHUTAN,2021-12-05,1154093.0,589482.0,564611.0,,,Bhutan,2022-07-29
BHUTAN,2021-10-03,1083271.0,584977.0,498294.0,,,Bhutan,2022-07-29
BHUTAN,2022-03-06,1633285.0,613967.0,575790.0,443528.0,,Bhutan,2022-07-29
BHUTAN,2022-03-13,1738277.0,682653.0,577321.0,478303.0,,Bhutan,2022-07-29
BHUTAN,2021-09-05,1045228.0,567175.0,478053.0,,,Bhutan,2022-07-29
BHUTAN,2022-02-20,1584463.0,596419.0,574529.0,413515.0,,Bhutan,2022-07-29
BHUTAN,2022-03-20,1787937.0,687549.0,579640.0,520748.0,,Bhutan,2022-07-29
