iso_code,date,country_name,total_doses,at_least_one_dose,fully_vaccinated,persons_booster_add_dose,date_accessed,date_week,is_latest_week_reported,manual_adjustment,is_data_error,to_remove,to_remove_1st,to_remove_2nd
ABW,2021-02-19,Aruba,12.0,12.0,0.0,0.0,2022-08-19,2021-02-19,0,0,0.0,0.0,0.0,0.0
ABW,2021-02-26,Aruba,2896.0,2896.0,0.0,0.0,2022-08-19,2021-02-26,0,0,0.0,0.0,0.0,0.0
ABW,2021-03-05,Aruba,8882.0,8882.0,0.0,0.0,2022-08-19,2021-03-05,0,0,0.0,0.0,0.0,0.0
ABW,2021-03-12,Aruba,10679.0,10679.0,0.0,0.0,2022-08-19,2021-03-12,0,0,0.0,0.0,0.0,0.0
ABW,2021-03-19,Aruba,14628.0,11772.0,2856.0,0.0,2022-08-19,2021-03-19,0,0,0.0,0.0,0.0,0.0
ABW,2021-03-26,Aruba,21602.0,12835.0,8767.0,0.0,2022-08-19,2021-03-26,0,0,0.0,0.0,0.0,0.0
ABW,2021-04-01,Aruba,27904.0,17554.0,10350.0,0.0,2022-08-19,2021-04-02,0,0,0.0,0.0,0.0,0.0
ABW,2021-04-09,Aruba,35430.0,24102.0,11328.0,0.0,2022-08-19,2021-04-09,0,0,0.0,0.0,0.0,0.0
ABW,2021-04-16,Aruba,48254.0,36112.0,12142.0,0.0,2022-08-19,2021-04-16,0,0,0.0,0.0,0.0,0.0
ABW,2021-04-23,Aruba,62343.0,44421.0,17922.0,0.0,2022-08-19,2021-04-23,0,0,0.0,0.0,0.0,0.0
ABW,2021-04-30,Aruba,74747.0,53837.0,20910.0,0.0,2022-08-19,2021-04-30,0,0,0.0,0.0,0.0,0.0
ABW,2021-05-07,Aruba,78930.0,55143.0,23787.0,0.0,2022-08-19,2021-05-07,0,0,0.0,0.0,0.0,0.0
ABW,2021-05-14,Aruba,84428.0,56632.0,27796.0,0.0,2022-08-19,2021-05-14,0,0,0.0,0.0,0.0,0.0
ABW,2021-05-21,Aruba,95997.0,58682.0,37315.0,0.0,2022-08-19,2021-05-21,0,0,0.0,0.0,0.0,0.0
ABW,2021-05-28,Aruba,111573.0,62218.0,49355.0,0.0,2022-08-19,2021-05-28,0,0,0.0,0.0,0.0,0.0
ABW,2021-06-04,Aruba,116549.0,63997.0,52552.0,0.0,2022-08-19,2021-06-04,0,0,0.0,0.0,0.0,0.0
ABW,2021-06-11,Aruba,118327.0,64770.0,53557.0,0.0,2022-08-19,2021-06-11,0,0,0.0,0.0,0.0,0.0
ABW,2021-06-18,Aruba,122680.0,66466.0,56214.0,0.0,2022-08-19,2021-06-18,0,0,0.0,0.0,0.0,0.0
ABW,2021-06-25,Aruba,125182.0,67227.0,57955.0,0.0,2022-08-19,2021-06-25,0,0,0.0,0.0,0.0,0.0
ABW,2021-07-02,Aruba,126979.0,67750.0,59229.0,0.0,2022-08-19,2021-07-02,0,0,0.0,0.0,0.0,0.0
ABW,2021-07-09,Aruba,130116.0,68853.0,61263.0,0.0,2022-08-19,2021-07-09,0,0,0.0,0.0,0.0,0.0
ABW,2021-07-16,Aruba,133118.0,70720.0,62398.0,0.0,2022-08-19,2021-07-16,0,0,0.0,0.0,0.0,0.0
ABW,2021-07-23,Aruba,135015.0,71671.0,63344.0,0.0,2022-08-19,2021-07-23,0,0,0.0,0.0,0.0,0.0
ABW,2021-07-30,Aruba,136962.0,72620.0,64342.0,0.0,2022-08-19,2021-07-30,0,0,0.0,0.0,0.0,0.0
ABW,2021-08-06,Aruba,138724.0,72815.0,65909.0,0.0,2022-08-19,2021-08-06,0,0,0.0,0.0,0.0,0.0
ABW,2021-08-09,Aruba,139702.0,73050.0,66652.0,0.0,2022-08-19,2021-08-13,0,0,0.0,0.0,0.0,0.0
ABW,2021-08-13,Aruba,141205.0,73876.0,67329.0,0.0,2022-08-19,2021-08-13,0,0,0.0,0.0,0.0,0.0
ABW,2021-08-20,Aruba,143396.0,74987.0,68409.0,0.0,2022-08-19,2021-08-20,0,0,0.0,0.0,0.0,0.0
ABW,2021-08-27,Aruba,147211.0,78245.0,68966.0,0.0,2022-08-19,2021-08-27,0,0,0.0,0.0,0.0,0.0
ABW,2021-09-03,Aruba,148755.0,78897.0,69858.0,0.0,2022-08-19,2021-09-03,0,0,0.0,0.0,0.0,0.0
ABW,2021-09-10,Aruba,150283.0,79420.0,70863.0,0.0,2022-08-19,2021-09-10,0,0,0.0,0.0,0.0,0.0
ABW,2021-09-17,Aruba,153671.0,80436.0,73235.0,0.0,2022-08-19,2021-09-17,0,0,0.0,0.0,0.0,0.0
ABW,2021-09-24,Aruba,154834.0,80770.0,74064.0,0.0,2022-08-19,2021-09-24,0,0,0.0,0.0,0.0,0.0
ABW,2021-10-01,Aruba,156147.0,81362.0,74785.0,0.0,2022-08-19,2021-10-01,0,0,0.0,0.0,0.0,0.0
ABW,2021-10-08,Aruba,157153.0,81694.0,75459.0,0.0,2022-08-19,2021-10-08,0,0,0.0,0.0,0.0,0.0
ABW,2021-10-15,Aruba,157944.0,82013.0,75931.0,0.0,2022-08-19,2021-10-15,0,0,0.0,0.0,0.0,0.0
ABW,2021-10-22,Aruba,158600.0,82256.0,76344.0,0.0,2022-08-19,2021-10-22,0,0,0.0,0.0,0.0,0.0
ABW,2021-10-29,Aruba,159230.0,82555.0,76675.0,0.0,2022-08-19,2021-10-29,0,0,0.0,0.0,0.0,0.0
ABW,2021-11-05,Aruba,159822.0,82829.0,76993.0,0.0,2022-08-19,2021-11-05,0,0,0.0,0.0,0.0,0.0
ABW,2021-11-12,Aruba,160369.0,83092.0,77277.0,0.0,2022-08-19,2021-11-12,0,0,0.0,0.0,0.0,0.0
ABW,2021-11-19,Aruba,160581.0,83192.0,77389.0,0.0,2022-08-19,2021-11-19,0,0,0.0,0.0,0.0,0.0
ABW,2021-11-26,Aruba,161611.0,83619.0,77992.0,0.0,2022-08-19,2021-11-26,0,0,0.0,0.0,0.0,0.0
ABW,2021-11-29,Aruba,161611.0,83619.0,77992.0,0.0,2022-08-19,2021-12-03,0,0,0.0,0.0,0.0,0.0
ABW,2021-12-03,Aruba,161689.0,83660.0,78029.0,0.0,2022-08-19,2021-12-03,0,0,0.0,0.0,0.0,0.0
ABW,2021-12-10,Aruba,162151.0,83857.0,78294.0,0.0,2022-08-19,2021-12-10,0,0,0.0,0.0,0.0,0.0
ABW,2021-12-17,Aruba,162151.0,83857.0,78294.0,0.0,2022-08-19,2021-12-17,0,0,0.0,0.0,0.0,0.0
ABW,2021-12-23,Aruba,163001.0,84312.0,78689.0,0.0,2022-08-19,2021-12-24,0,0,0.0,0.0,0.0,0.0
ABW,2021-12-31,Aruba,163536.0,84624.0,78912.0,0.0,2022-08-19,2021-12-31,0,0,0.0,0.0,0.0,0.0
ABW,2022-01-07,Aruba,163755.0,84749.0,79006.0,0.0,2022-08-19,2022-01-07,0,0,0.0,0.0,0.0,0.0
ABW,2022-01-14,Aruba,164536.0,85184.0,79352.0,0.0,2022-08-19,2022-01-14,0,0,0.0,0.0,0.0,0.0
ABW,2022-01-21,Aruba,164985.0,85446.0,79539.0,0.0,2022-08-19,2022-01-21,0,0,0.0,0.0,0.0,0.0
ABW,2022-01-28,Aruba,166192.0,86487.0,79705.0,0.0,2022-08-19,2022-01-28,0,0,0.0,0.0,0.0,0.0
ABW,2022-02-04,Aruba,166538.0,86671.0,79867.0,0.0,2022-08-19,2022-02-04,0,0,0.0,0.0,0.0,0.0
ABW,2022-02-11,Aruba,166538.0,86671.0,79867.0,0.0,2022-08-19,2022-02-11,0,0,0.0,0.0,0.0,0.0
ABW,2022-02-18,Aruba,167537.0,87229.0,80308.0,0.0,2022-08-19,2022-02-18,0,0,0.0,0.0,0.0,0.0
ABW,2022-02-25,Aruba,167759.0,87350.0,80409.0,0.0,2022-08-19,2022-02-25,0,0,0.0,0.0,0.0,0.0
ABW,2022-03-04,Aruba,167993.0,87465.0,80528.0,0.0,2022-08-19,2022-03-04,0,0,0.0,0.0,0.0,0.0
ABW,2022-03-11,Aruba,168250.0,87590.0,80660.0,0.0,2022-08-19,2022-03-11,0,0,0.0,0.0,0.0,0.0
ABW,2022-03-18,Aruba,168495.0,87725.0,80770.0,0.0,2022-08-19,2022-03-18,0,0,0.0,0.0,0.0,0.0
ABW,2022-03-25,Aruba,168887.0,87804.0,81083.0,0.0,2022-08-19,2022-03-25,0,0,0.0,0.0,0.0,0.0
ABW,2022-04-01,Aruba,169341.0,87919.0,81422.0,0.0,2022-08-19,2022-04-01,0,0,0.0,0.0,0.0,0.0
ABW,2022-04-08,Aruba,169591.0,88013.0,81578.0,0.0,2022-08-19,2022-04-08,0,0,0.0,0.0,0.0,0.0
ABW,2022-04-15,Aruba,169887.0,88155.0,81732.0,0.0,2022-08-19,2022-04-15,0,0,0.0,0.0,0.0,0.0
ABW,2022-04-22,Aruba,170090.0,88260.0,81830.0,0.0,2022-08-19,2022-04-22,0,0,0.0,0.0,0.0,0.0
ABW,2022-04-29,Aruba,170293.0,88370.0,81923.0,0.0,2022-08-19,2022-04-29,0,0,0.0,0.0,0.0,0.0
ABW,2022-05-06,Aruba,170458.0,88453.0,82005.0,0.0,2022-08-19,2022-05-06,0,0,0.0,0.0,0.0,0.0
ABW,2022-05-13,Aruba,170682.0,88586.0,82096.0,0.0,2022-08-19,2022-05-13,0,0,0.0,0.0,0.0,0.0
ABW,2022-05-20,Aruba,170892.0,88674.0,82218.0,0.0,2022-08-19,2022-05-20,0,0,0.0,0.0,0.0,0.0
ABW,2022-05-27,Aruba,171064.0,88772.0,82292.0,0.0,2022-08-19,2022-05-27,0,0,0.0,0.0,0.0,0.0
ABW,2022-06-03,Aruba,171243.0,88853.0,82390.0,0.0,2022-08-19,2022-06-03,0,0,0.0,0.0,0.0,0.0
ABW,2022-06-10,Aruba,171529.0,88979.0,82550.0,0.0,2022-08-19,2022-06-10,0,0,0.0,0.0,0.0,0.0
ABW,2022-06-17,Aruba,171734.0,89068.0,82666.0,0.0,2022-08-19,2022-06-17,0,0,0.0,0.0,0.0,0.0
ABW,2022-06-24,Aruba,171915.0,89140.0,82775.0,0.0,2022-08-19,2022-06-24,0,0,0.0,0.0,0.0,0.0
ABW,2022-07-01,Aruba,172016.0,89179.0,82837.0,0.0,2022-08-19,2022-07-01,0,0,0.0,0.0,0.0,0.0
ABW,2022-07-08,Aruba,172182.0,89236.0,82946.0,0.0,2022-08-19,2022-07-08,0,0,0.0,0.0,0.0,0.0
ABW,2022-07-15,Aruba,172370.0,89333.0,83037.0,0.0,2022-08-19,2022-07-15,0,0,0.0,0.0,0.0,0.0
ABW,2022-07-22,Aruba,172508.0,89395.0,83113.0,0.0,2022-08-19,2022-07-22,0,0,0.0,0.0,0.0,0.0
ABW,2022-07-29,Aruba,172654.0,89458.0,83196.0,0.0,2022-08-19,2022-07-29,0,0,0.0,0.0,0.0,0.0
ABW,2022-08-05,Aruba,172787.0,89529.0,83258.0,0.0,2022-08-19,2022-08-05,0,0,0.0,0.0,0.0,0.0
AFG,2021-03-11,Afghanistan,34743.0,34743.0,0.0,0.0,2022-08-19,2021-03-12,1,1,0.0,0.0,0.0,0.0
AFG,2021-03-31,Afghanistan,55294.0,55294.0,0.0,0.0,2022-08-19,2021-04-02,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-01,Afghanistan,64697.0,64697.0,0.0,0.0,2022-08-19,2021-04-02,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-08,Afghanistan,103402.0,103402.0,0.0,0.0,2022-08-19,2021-04-09,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-12,Afghanistan,145291.0,145291.0,0.0,0.0,2022-08-19,2021-04-16,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-15,Afghanistan,173357.0,173357.0,0.0,0.0,2022-08-19,2021-04-16,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-19,Afghanistan,206500.0,206500.0,0.0,0.0,2022-08-19,2021-04-23,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-22,Afghanistan,250169.0,220266.0,29903.0,0.0,2022-08-19,2021-04-23,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-26,Afghanistan,296163.0,264691.0,31472.0,0.0,2022-08-19,2021-04-30,1,1,0.0,0.0,0.0,0.0
AFG,2021-04-29,Afghanistan,334644.0,301378.0,33266.0,0.0,2022-08-19,2021-04-30,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-04,Afghanistan,406850.0,367413.0,39437.0,0.0,2022-08-19,2021-05-07,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-09,Afghanistan,484692.0,436061.0,48631.0,0.0,2022-08-19,2021-05-14,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-11,Afghanistan,504502.0,448878.0,55624.0,0.0,2022-08-19,2021-05-14,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-18,Afghanistan,529525.0,461596.0,67929.0,0.0,2022-08-19,2021-05-21,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-20,Afghanistan,547901.0,470341.0,77560.0,0.0,2022-08-19,2021-05-21,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-24,Afghanistan,573277.0,476367.0,96910.0,0.0,2022-08-19,2021-05-28,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-26,Afghanistan,590454.0,479372.0,111082.0,0.0,2022-08-19,2021-05-28,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-27,Afghanistan,593313.0,479574.0,113739.0,0.0,2022-08-19,2021-05-28,1,1,0.0,0.0,0.0,0.0
AFG,2021-05-30,Afghanistan,600152.0,480226.0,119926.0,0.0,2022-08-19,2021-06-04,1,1,0.0,0.0,0.0,0.0
AFG,2021-06-02,Afghanistan,626290.0,481690.0,144600.0,0.0,2022-08-19,2021-06-04,1,1,0.0,0.0,0.0,0.0
AFG,2021-06-03,Afghanistan,630305.0,481800.0,148505.0,0.0,2022-08-19,2021-06-04,1,1,0.0,0.0,0.0,0.0
AFG,2021-06-08,Afghanistan,641295.0,482952.0,158343.0,0.0,2022-08-19,2021-06-11,1,1,0.0,0.0,0.0,0.0
AFG,2021-06-14,Afghanistan,662003.0,484737.0,177266.0,0.0,2022-08-19,2021-06-18,1,1,0.0,0.0,0.0,0.0
AFG,2021-06-22,Afghanistan,765890.0,582128.0,183762.0,0.0,2022-08-19,2021-06-25,1,1,0.0,0.0,0.0,0.0
AFG,2021-06-27,Afghanistan,835694.0,649434.0,186260.0,0.0,2022-08-19,2021-07-02,1,1,0.0,0.0,0.0,0.0
AFG,2021-06-30,Afghanistan,886854.0,699200.0,187654.0,0.0,2022-08-19,2021-07-02,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-05,Afghanistan,915671.0,726349.0,189322.0,0.0,2022-08-19,2021-07-09,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-07,Afghanistan,934463.0,735213.0,199250.0,0.0,2022-08-19,2021-07-09,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-11,Afghanistan,962093.0,742934.0,219159.0,0.0,2022-08-19,2021-07-16,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-14,Afghanistan,1024168.0,,331237.0,0.0,2022-08-19,2021-07-16,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-18,Afghanistan,1094257.0,,331237.0,0.0,2022-08-19,2021-07-23,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-25,Afghanistan,1171064.0,,408044.0,0.0,2022-08-19,2021-07-30,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-27,Afghanistan,1277085.0,,514065.0,0.0,2022-08-19,2021-07-30,1,1,0.0,0.0,0.0,0.0
AFG,2021-07-29,Afghanistan,1381416.0,973372.0,618396.0,0.0,2022-08-19,2021-07-30,1,1,0.0,0.0,0.0,0.0
AFG,2021-08-01,Afghanistan,1442250.0,1034206.0,678314.0,0.0,2022-08-19,2021-08-06,1,1,0.0,0.0,0.0,0.0
AFG,2021-08-08,Afghanistan,1686088.0,1278044.0,916634.0,0.0,2022-08-19,2021-08-13,1,1,0.0,0.0,0.0,0.0
AFG,2021-08-09,Afghanistan,1767239.0,1359195.0,997370.0,0.0,2022-08-19,2021-08-13,1,1,0.0,0.0,0.0,0.0
AFG,2021-08-10,Afghanistan,1809517.0,1401473.0,1039215.0,0.0,2022-08-19,2021-08-13,1,1,0.0,0.0,0.0,0.0
AFG,2021-08-22,Afghanistan,1966565.0,1556565.0,1196023.0,0.0,2022-08-19,2021-08-27,1,1,0.0,0.0,0.0,0.0
AFG,2021-08-30,Afghanistan,1977494.0,1567494.0,,0.0,2022-08-19,2021-09-03,1,1,0.0,0.0,0.0,0.0
AFG,2021-08-31,Afghanistan,1979652.0,1569652.0,1206650.0,0.0,2022-08-19,2021-09-03,1,1,0.0,0.0,0.0,0.0
AFG,2021-09-16,Afghanistan,2367948.0,1957948.0,1576263.0,0.0,2022-08-19,2021-09-17,1,1,0.0,0.0,0.0,0.0
AFG,2021-09-30,Afghanistan,2369625.0,1959625.0,1577760.0,0.0,2022-08-19,2021-10-01,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-06,Afghanistan,2452855.0,2042855.0,1652855.0,0.0,2022-08-19,2021-10-08,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-10,Afghanistan,2491952.0,2042952.0,1691855.0,0.0,2022-08-19,2021-10-15,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-12,Afghanistan,2517902.0,2068682.0,1717805.0,0.0,2022-08-19,2021-10-15,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-14,Afghanistan,2566925.0,2117705.0,1766828.0,0.0,2022-08-19,2021-10-15,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-24,Afghanistan,2902889.0,2403669.0,2041701.0,0.0,2022-08-19,2021-10-29,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-25,Afghanistan,2925490.0,2476270.0,2114302.0,0.0,2022-08-19,2021-10-29,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-26,Afghanistan,3032521.0,2493371.0,2151403.0,0.0,2022-08-19,2021-10-29,1,1,0.0,0.0,0.0,0.0
AFG,2021-10-31,Afghanistan,3398410.0,,2577222.0,0.0,2022-08-19,2021-11-05,1,1,0.0,0.0,0.0,0.0
AFG,2021-11-03,Afghanistan,3398410.0,2919190.0,2577222.0,0.0,2022-08-19,2021-11-05,1,1,0.0,0.0,0.0,0.0
AFG,2021-11-29,Afghanistan,4396007.0,3896787.0,3564819.0,0.0,2022-08-19,2021-12-03,1,1,0.0,0.0,0.0,0.0
AFG,2021-12-12,Afghanistan,4491370.0,3985971.0,3658798.0,0.0,2022-08-19,2021-12-17,1,1,0.0,0.0,0.0,0.0
AFG,2021-12-19,Afghanistan,4537397.0,4024198.0,3702888.0,0.0,2022-08-19,2021-12-24,1,1,0.0,0.0,0.0,0.0
AFG,2021-12-21,Afghanistan,4561406.0,4042414.0,3724745.0,0.0,2022-08-19,2021-12-24,1,1,0.0,0.0,0.0,0.0
AFG,2021-12-22,Afghanistan,4569936.0,4048617.0,3730696.0,0.0,2022-08-19,2021-12-24,1,1,0.0,0.0,0.0,0.0
AFG,2021-12-23,Afghanistan,4572319.0,4050948.0,3731333.0,0.0,2022-08-19,2021-12-24,1,1,0.0,0.0,0.0,0.0
AFG,2021-12-27,Afghanistan,4674518.0,4142857.0,3753224.0,0.0,2022-08-19,2021-12-31,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-03,Afghanistan,4855675.0,4314285.0,3788000.0,0.0,2022-08-19,2022-01-07,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-04,Afghanistan,4865978.0,4322925.0,3792056.0,0.0,2022-08-19,2022-01-07,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-05,Afghanistan,4880859.0,4337610.0,3800746.0,0.0,2022-08-19,2022-01-07,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-09,Afghanistan,4903368.0,4358570.0,3809353.0,0.0,2022-08-19,2022-01-14,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-10,Afghanistan,4908274.0,4363177.0,3811458.0,0.0,2022-08-19,2022-01-14,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-13,Afghanistan,4954809.0,4405897.0,3823786.0,0.0,2022-08-19,2022-01-14,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-17,Afghanistan,4985047.0,4432926.0,3832821.0,0.0,2022-08-19,2022-01-21,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-19,Afghanistan,5004050.0,4450211.0,3836731.0,0.0,2022-08-19,2022-01-21,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-20,Afghanistan,5017621.0,4461300.0,3842989.0,0.0,2022-08-19,2022-01-21,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-24,Afghanistan,5046054.0,4486527.0,3851307.0,0.0,2022-08-19,2022-01-28,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-25,Afghanistan,5058899.0,4497630.0,3859213.0,0.0,2022-08-19,2022-01-28,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-26,Afghanistan,5074196.0,4511372.0,3866279.0,0.0,2022-08-19,2022-01-28,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-27,Afghanistan,5081064.0,4517380.0,3868832.0,0.0,2022-08-19,2022-01-28,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-30,Afghanistan,5117176.0,4548580.0,3888593.0,0.0,2022-08-19,2022-02-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-01-31,Afghanistan,5125146.0,4554648.0,3892831.0,0.0,2022-08-19,2022-02-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-01,Afghanistan,5137800.0,4564882.0,3902451.0,0.0,2022-08-19,2022-02-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-02,Afghanistan,5152297.0,4577740.0,3912336.0,0.0,2022-08-19,2022-02-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-03,Afghanistan,5169067.0,4592410.0,3924120.0,0.0,2022-08-19,2022-02-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-06,Afghanistan,5169067.0,4624815.0,3951877.0,0.0,2022-08-19,2022-02-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-07,Afghanistan,5216998.0,4634282.0,3959887.0,0.0,2022-08-19,2022-02-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-08,Afghanistan,5233386.0,4647979.0,3972863.0,0.0,2022-08-19,2022-02-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-09,Afghanistan,5244479.0,4657726.0,3982085.0,0.0,2022-08-19,2022-02-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-10,Afghanistan,5262204.0,4673208.0,3997429.0,0.0,2022-08-19,2022-02-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-13,Afghanistan,5315954.0,4719017.0,4038074.0,0.0,2022-08-19,2022-02-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-14,Afghanistan,5321308.0,4723416.0,4043580.0,0.0,2022-08-19,2022-02-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-15,Afghanistan,5337982.0,4737811.0,4058763.0,0.0,2022-08-19,2022-02-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-16,Afghanistan,5338467.0,4737834.0,4059238.0,0.0,2022-08-19,2022-02-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-17,Afghanistan,5371602.0,4765443.0,4088255.0,0.0,2022-08-19,2022-02-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-20,Afghanistan,5412309.0,4801524.0,4125717.0,0.0,2022-08-19,2022-02-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-21,Afghanistan,5417523.0,4805573.0,4129844.0,0.0,2022-08-19,2022-02-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-22,Afghanistan,5421852.0,4809517.0,4134111.0,0.0,2022-08-19,2022-02-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-23,Afghanistan,5469463.0,4852237.0,4176422.0,0.0,2022-08-19,2022-02-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-24,Afghanistan,5532710.0,4892052.0,4215858.0,0.0,2022-08-19,2022-02-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-27,Afghanistan,5535254.0,4892764.0,4217690.0,0.0,2022-08-19,2022-03-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-02-28,Afghanistan,5535999.0,4907147.0,4232640.0,0.0,2022-08-19,2022-03-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-01,Afghanistan,5538933.0,4908562.0,4234159.0,0.0,2022-08-19,2022-03-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-02,Afghanistan,5539738.0,4908781.0,4234745.0,0.0,2022-08-19,2022-03-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-03,Afghanistan,5588240.0,4945411.0,4274019.0,0.0,2022-08-19,2022-03-04,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-06,Afghanistan,5597130.0,4952744.0,4281934.0,0.0,2022-08-19,2022-03-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-07,Afghanistan,5598829.0,4954023.0,4283603.0,0.0,2022-08-19,2022-03-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-08,Afghanistan,5604779.0,4958855.0,4289529.0,0.0,2022-08-19,2022-03-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-09,Afghanistan,5606981.0,4960813.0,4291564.0,0.0,2022-08-19,2022-03-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-10,Afghanistan,5664677.0,5009728.0,4341977.0,0.0,2022-08-19,2022-03-11,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-13,Afghanistan,5669413.0,5013849.0,4346203.0,0.0,2022-08-19,2022-03-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-14,Afghanistan,5672576.0,5016607.0,4349252.0,0.0,2022-08-19,2022-03-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-15,Afghanistan,5674461.0,5018201.0,4351105.0,0.0,2022-08-19,2022-03-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-16,Afghanistan,5675830.0,5019331.0,4352460.0,0.0,2022-08-19,2022-03-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-17,Afghanistan,5731146.0,5066540.0,4402868.0,0.0,2022-08-19,2022-03-18,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-20,Afghanistan,5747809.0,5080051.0,4416967.0,0.0,2022-08-19,2022-03-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-21,Afghanistan,5750016.0,5081969.0,4419129.0,0.0,2022-08-19,2022-03-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-22,Afghanistan,5751015.0,5082824.0,4420127.0,0.0,2022-08-19,2022-03-25,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-27,Afghanistan,5809533.0,5132765.0,4472890.0,0.0,2022-08-19,2022-04-01,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-28,Afghanistan,5811055.0,5134163.0,4474376.0,0.0,2022-08-19,2022-04-01,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-29,Afghanistan,5811885.0,5136797.0,4477247.0,0.0,2022-08-19,2022-04-01,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-30,Afghanistan,5813965.0,5136797.0,4477247.0,0.0,2022-08-19,2022-04-01,1,1,0.0,0.0,0.0,0.0
AFG,2022-03-31,Afghanistan,5855583.0,5173091.0,4517202.0,0.0,2022-08-19,2022-04-01,1,1,0.0,0.0,0.0,0.0
AFG,2022-04-04,Afghanistan,5872684.0,5188057.0,4532577.0,0.0,2022-08-19,2022-04-08,1,1,0.0,0.0,0.0,0.0
