ID_NUMBER,COUNTRY,YEAR,CONTRACTYEAR,VACCINECODE,PRESENTATION,DOSAGENUMBER,SWITCH_VACCINE,SWITCH_WHEN,MANUFACTURER,COMMERCIALNAME,PROCUR_NUMBER,PROCUR_AUTHORITY,PROCUR_MECHANISM,CONTRACTLENGTH,OTHER_REGISTERED,PRICE_PER_DOSE,CURRENCY,VAT,VATPERCENT,FINALCOMMENT,COUNTRYSOURCE,INCOTERM,FUNDINGSOURCE,GVT_FINANCED,LEG_COMMENT,LEG_CREATEDBY,LEG_MODIFIEDBY,LEG_DATESTAMP,SOURCE
,HTI,2023,2023,COVID19,VIAL,5.000000000,,,JVC,Johnson & Jonhson,585600.000000000,NATIONAL_AUTHORITY,PAHO_RF,ONE_YEAR,,,,NO,0.000000000,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,HTI,2023,2023,COVID19,VIAL,6.000000000,,,PFIZER,COMIRNATY 30 µg BIONTECH-PFIZER,20160.000000000,NATIONAL_AUTHORITY,PAHO_RF,ONE_YEAR,,,,NO,0.000000000,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MDV,2023,2023,COVID19,-4444,1.000000000,,,PFIZER,Pfizer BioNTech - Comirnaty,-4444.000000000,,COVAX,-2222,,-4444.000000000,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,WSM,2023,2022,COVID19,VIAL,6.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty,14400.000000000,NATIONAL_AUTHORITY,UNICEF_SD,FIVE_YEAR,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BLZ,2023,2023,COVID19,VIAL,10.000000000,-4444,-4444,SII,COVOVAX,10000.000000000,NATIONAL_AUTHORITY,DONATION,SINGLE_DELIVERY,-4444,-2222.000000000,-2222,-4444,-4444.000000000,Donation from India,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,FRA,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,OTHER,-2222,,,,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,FRA,2023,2022,COVID19,-4444,1.000000000,,,JVC,Janssen - Ad26.COV 2-S,,,OTHER,-2222,,,,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,FRA,2023,2022,COVID19,-4444,1.000000000,,,MOD,Moderna - Spikevax,,,OTHER,-2222,,,,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,FRA,2023,2022,COVID19,-4444,1.000000000,,,PFIZER,Pfizer BioNTech - Comirnaty,,,OTHER,-2222,,,,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,HUN,2023,2023,COVID19,-4444,1.000000000,-4444,,MOD,Moderna - Spikevax XBB 1.5,100800.000000000,NATIONAL_AUTHORITY,OTHER,ONE_YEAR,,15184.340000000,HUF,YES,5.000000000,,NOT_COLLECTED,DDP,CENTRAL_GOVERNMENT,-9999.000000000,,,,,EJRF
,BLZ,2023,2023,COVID19,VIAL,6.000000000,-4444,-4444,PFIZER,COMIRNATY Adult,25020.000000000,NATIONAL_AUTHORITY,DONATION,SINGLE_DELIVERY,-4444,-2222.000000000,-2222,-4444,-4444.000000000,Donation  Lithuania,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BLZ,2023,2023,COVID19,VIAL,10.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty Paediatric,10000.000000000,NATIONAL_AUTHORITY,DONATION,-2222,-4444,-2222.000000000,-2222,-4444,-4444.000000000,Donation Netherlands Paediatric ,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,ZAF,2023,2023,COVID19,-4444,5.000000000,-4444,-4444,JVC,Janssen - Ad26.COV 2-S,-2222.000000000,NATIONAL_AUTHORITY,-4444,-2222,-4444,-4444.000000000,USD,YES,15.000000000,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,ZAF,2023,2023,COVID19,-4444,6.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty,-2222.000000000,NATIONAL_AUTHORITY,-4444,-2222,-4444,-4444.000000000,USD,YES,15.000000000,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SDN,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SDN,2023,2022,COVID19,-4444,1.000000000,,,BBIBP,Beijing CNBG - BBIBP-CorV,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SDN,2023,2022,COVID19,-4444,1.000000000,,,BBIBP,Beijing CNBG - BBIBP-CorV,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SDN,2023,2022,COVID19,-4444,1.000000000,,,JVC,Janssen - Ad26.COV 2-S,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SDN,2023,2022,COVID19,-4444,1.000000000,,,JVC,Janssen - Ad26.COV 2-S,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SDN,2023,2022,COVID19,-4444,1.000000000,,,PFIZER,Pfizer BioNTech - Comirnaty,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SDN,2023,2022,COVID19,-4444,1.000000000,,,SII,SII - Covishield,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,VCT,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,VCT,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,VCT,2023,2022,COVID19,-4444,1.000000000,,,GRI,Gamaleya - Gam-Covid-Vac,,,DONATION,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,VCT,2023,2022,COVID19,-4444,1.000000000,,,GRI,Gamaleya - Gam-Covid-Vac,,,OTHER,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,VCT,2023,2022,COVID19,-4444,1.000000000,,,SII,SII - Covishield,,,DONATION,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,JPN,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,JPN,2023,2022,COVID19,-4444,1.000000000,,,MOD,Moderna - Spikevax,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,JPN,2023,2022,COVID19,-4444,1.000000000,,,NOV,Novavax-NUVAXOVID,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SOM,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SOM,2023,2022,COVID19,-4444,1.000000000,,,BBIBP,Beijing CNBG - BBIBP-CorV,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SOM,2023,2022,COVID19,-4444,1.000000000,,,JVC,Janssen - Ad26.COV 2-S,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SOM,2023,2022,COVID19,-4444,1.000000000,,,PFIZER,Pfizer BioNTech - Comirnaty,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SOM,2023,2022,COVID19,-4444,1.000000000,,,SII,SII - Covishield,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SOM,2023,2022,COVID19,-4444,1.000000000,,,SINOVAC,Sinovac - CoronaVac,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,LCA,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,ASTRAZENACA,-4444,26660.000000000,NATIONAL_AUTHORITY,-4444,-2222,-4444,-2222.000000000,USD,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,LCA,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,SII,SII - Covishield,-2222.000000000,NATIONAL_AUTHORITY,-4444,-2222,-4444,-2222.000000000,USD,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2023,COVID19,-4444,1.000000000,-4444,-4444,ASTRAZENACA,AstraZeneca - Vaxzevria,-4444.000000000,-4444,COVAX,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,ASTRAZENACA,AstraZeneca - Vaxzevria,-4444.000000000,-4444,DONATION,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,ASTRAZENACA,-4444,-4444.000000000,-4444,SELF_PROCUREMENT,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,BBIBP,Beijing CNBG - BBIBP-CorV,-4444.000000000,-4444,DONATION,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2023,COVID19,VIAL,10.000000000,-4444,-4444,MOD,Moderna - Spikevax (Bivalent),-2222.000000000,NATIONAL_AUTHORITY,SELF_PROCUREMENT,-2222,-4444,40.000000000,USD,-4444,-4444.000000000,Did not procure in 2023,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,MOD,-4444,-4444.000000000,-4444,SELF_PROCUREMENT,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2023,COVID19,VIAL,6.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty (Bivalent),86400.000000000,NATIONAL_AUTHORITY,SELF_PROCUREMENT,-2222,-2222,30.000000000,USD,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BRN,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty,-4444.000000000,-4444,SELF_PROCUREMENT,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,NOR,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,MOD,Moderna - Spikevax,10978000.000000000,,OTHER,-2222,,-4444.000000000,,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,NOR,2023,2022,COVID19,-4444,1.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty,1861440.000000000,NATIONAL_AUTHORITY,OTHER,-2222,-4444,-4444.000000000,,,,,NOT_COLLECTED,,CENTRAL_GOVERNMENT,-9999.000000000,,,,,EJRF
,ETH,2023,2023,COVID19,-4444,10.000000000,-4444,-4444,ASTRAZENACA,AstraZeneca - Vaxzevria,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,ETH,2023,2023,COVID19,-4444,5.000000000,-4444,-4444,BBIBP,Beijing CNBG - BBIBP-CorV,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,ETH,2023,2023,COVID19,VIAL,5.000000000,-4444,-4444,JVC,Janssen - Ad26.COV 2-S,1634400.000000000,,-4444,-2222,-4444,7.740000000,USD,NO,-4444.000000000,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BTN,2023,2023,COVID19,-4444,0.000000000,-4444,-4444,ASTRAZENACA,AstraZeneca - Vaxzevria,,NATIONAL_AUTHORITY,SELF_PROCUREMENT,-4444,-4444,-4444.000000000,-4444,NO,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BTN,2023,2023,COVID19,-4444,0.000000000,-4444,-4444,BBIBP,Beijing CNBG - BBIBP-CorV,,NATIONAL_AUTHORITY,DONATION,-4444,-4444,-4444.000000000,-4444,-4444,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BTN,2023,2023,COVID19,-4444,0.000000000,-4444,-4444,MOD,Moderna - Spikevax,,NATIONAL_AUTHORITY,COVAX,-4444,-4444,-4444.000000000,-4444,-4444,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BTN,2023,2023,COVID19,-4444,0.000000000,-4444,-4444,MOD,Moderna - Spikevax,,NATIONAL_AUTHORITY,SELF_PROCUREMENT,-4444,-4444,-4444.000000000,-4444,-4444,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SWZ,2023,2023,COVID19,-4444,6.000000000,-4444,-4444,PFIZER,Pfizer,56840.000000000,NATIONAL_AUTHORITY,COVAX,-2222,Yes,-2222.000000000,USD,-2222,-2222.000000000,-2222,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BTN,2023,2023,COVID19,VIAL,6.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty,100000.000000000,NATIONAL_AUTHORITY,COVAX,ONE_YEAR,-4444,-4444.000000000,-4444,-4444,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BTN,2023,2023,COVID19,-4444,0.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty,-4444.000000000,NATIONAL_AUTHORITY,SELF_PROCUREMENT,-4444,-4444,-4444.000000000,-4444,-4444,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,BTN,2023,2023,COVID19,-4444,0.000000000,-4444,-4444,SII,SII - Covishield,-4444.000000000,NATIONAL_AUTHORITY,DONATION,-4444,-4444,-4444.000000000,-4444,-4444,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,AIA,2023,2023,COVID19,-4444,1.000000000,-2222,-2222,ASTRAZENACA,AstraZeneca - Vaxzevria,-4444.000000000,OTHER,OTHER,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,AIA,2023,2023,COVID19,-4444,1.000000000,-2222,-2222,PFIZER,Pfizer BioNTech - Comirnaty,-2222.000000000,-4444,OTHER,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,NPL,2023,2023,COVID19,VIAL,6.000000000,,,PFIZER,Coimirnaty,4458240.000000000,OTHER,COVAX,ONE_YEAR,Yes,6.750000000,USD,NO,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SLV,2023,2023,COVID19,VIAL,6.000000000,-2222,-2222,PFIZER,Pfizer Bivalente adulto,301620.000000000,THIRD_PARTY,DONATION,-2222,No,0.000000000,USD,-2222,-2222.000000000,Toda la vacuna COVID se adquirió mediante donaciones ,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,SLV,2023,2023,COVID19,VIAL,10.000000000,-2222,-2222,PFIZER,Pfizer bivalente pediátrica ,10000.000000000,THIRD_PARTY,DONATION,-2222,no,0.000000000,USD,-2222,-2222.000000000,Toda la vacuna COVID pediátrica se adquirió mediante donación ,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,VNM,2023,2023,COVID19,VIAL,10.000000000,-4444,,ASTRAZENACA,AstraZeneca - Vaxzevria,2359700.000000000,NATIONAL_AUTHORITY,SELF_PROCUREMENT,SINGLE_DELIVERY,Yes,-4444.000000000,,YES,5.000000000,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,VNM,2023,2023,COVID19,VIAL,6.000000000,-4444,,PFIZER,Pfizer BioNTech - Comirnaty,432000.000000000,OTHER,DONATION,-4444,Yes,6.750000000,USD,NO,,No tax with donation vaccine,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,KEN,2023,2023,COVID19,VIAL,1.000000000,-4444,-4444,JVC,Janssen-Ad26.COV2-S,513600.000000000,NATIONAL_AUTHORITY,COVAX,-2222,-4444,0.200000000,USD,-2222,-2222.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,KEN,2023,2023,COVID19,VIAL,6.000000000,-4444,-4444,PFIZER,Pfizer BioNTech-Comirnaty,2295360.000000000,NATIONAL_AUTHORITY,COVAX,-2222,,5.625000000,USD,-2222,-2222.000000000,-2222,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,TKM,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,-4444.000000000,,OTHER,-2222,-4444,-4444.000000000,-4444,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,TKM,2023,2022,COVID19,-4444,1.000000000,,,BBIBP,Beijing CNBG - BBIBP-CorV,-4444.000000000,,DONATION,-2222,-4444,-4444.000000000,-4444,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,TKM,2023,2022,COVID19,-4444,1.000000000,,,GRI,Gamaleya - Gam-Covid-Vac,-4444.000000000,,OTHER,-2222,-4444,-4444.000000000,-4444,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,TKM,2023,2022,COVID19,-4444,1.000000000,,,MOD,Moderna - Spikevax,-4444.000000000,,DONATION,-2222,-4444,-4444.000000000,-4444,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,TKM,2023,2022,COVID19,-4444,1.000000000,,,SINOVAC,Sinovac - CoronaVac,-4444.000000000,,DONATION,-2222,-4444,-4444.000000000,-4444,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,TKM,2023,2022,COVID19,-4444,1.000000000,,,VECTOR,SRCVB - EpiVacCorona,-4444.000000000,,OTHER,-2222,-4444,-4444.000000000,-4444,,,,NOT_COLLECTED,,,-9999.000000000,,,,,EJRF
,GMB,2023,2023,COVID19,-4444,1.000000000,-4444,-4444,ASTRAZENACA,AstraZeneca - Vaxzevria,0.000000000,OTHER,DONATION,-2222,-4444,-4444.000000000,-4444,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,GMB,2023,2023,COVID19,-4444,1.000000000,-4444,-4444,BBIBP,Beijing CNBG - BBIBP-CorV,0.000000000,OTHER,DONATION,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,GMB,2023,2023,COVID19,-4444,5.000000000,-4444,-4444,JVC,Janssen - Ad26.COV 2-S,79200.000000000,OTHER,-4444,-2222,-4444,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,GMB,2023,2023,COVID19,-4444,6.000000000,-4444,-4444,PFIZER,Pfizer BioNTech - Comirnaty,,OTHER,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,GMB,2023,2023,COVID19,-4444,5.000000000,-4444,-4444,SII,SII - Covishield,0.000000000,THIRD_PARTY,-4444,-2222,-4444,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,TJK,2023,2023,COVID19,VIAL,5.000000000,-4444,-4444,JVC,Janssen COVID-19 vaccine. (Johnson$Johnson),451200.000000000,-4444,COVAX,-2222,да,-4444.000000000,USD,-2222,-2222.000000000,-4444,NOT_COLLECTED,CIF,-4444,-9999.000000000,,,,,EJRF
,TJK,2023,2023,COVID19,-4444,1.000000000,-4444,-4444,GRI,Sputnik V,100000.000000000,-4444,COVAX,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NR,-4444,-9999.000000000,,,,,EJRF
,TJK,2023,2023,COVID19,-4444,10.000000000,-4444,-4444,MOD,Moderna - Spikevax,3609940.000000000,-4444,COVAX,-2222,-4444,-4444.000000000,-4444,-4444,-4444.000000000,-4444,NOT_COLLECTED,NR,-4444,-9999.000000000,,,,,EJRF
,CHL,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,CHL,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,CHL,2023,2022,COVID19,-4444,1.000000000,,,CAB,CanSino - Convidecia,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,CHL,2023,2022,COVID19,-4444,1.000000000,,,MOD,Moderna - Spikevax,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,CHL,2023,2022,COVID19,-4444,1.000000000,,,PFIZER,,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,CHL,2023,2022,COVID19,-4444,1.000000000,,,SINOVAC,Sinovac - CoronaVac,,,OTHER,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,COVAX,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,DONATION,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,BBIBP,Beijing CNBG - BBIBP-CorV,,,DONATION,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,CAB,CanSino - Convidecia,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,PFIZER,Pfizer BioNTech - Comirnaty,,,DONATION,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,PFIZER,Pfizer BioNTech - Comirnaty,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,SINOVAC,Sinovac - CoronaVac,,,-4444,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,SINOVAC,Sinovac - CoronaVac,,,DONATION,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,MYS,2023,2022,COVID19,-4444,1.000000000,,,SINOVAC,Sinovac - CoronaVac,,,SELF_PROCUREMENT,-2222,,,,,,,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,ISL,2023,2020,COVID19,VIAL,6.000000000,,,PFIZER,Comirnaty,-2222.000000000,THIRD_PARTY,OTHER,-2222,Yes but none available in country after 31.12.2022,-2222.000000000,,,,"EU procurement via HERA, date of current contract unclear. Sweden contracts on behalf of Iceland, newest formulation available at time of delivery. Terminal delivery will be in 2025. Delivery for 2023 was approx. 127.000 doses (Comirnaty XBB.1.5).",NOT_COLLECTED,,CENTRAL_GOVERNMENT,-9999.000000000,,,,,EJRF
,STP,2023,2022,COVID19,-4444,1.000000000,,,ASTRAZENACA,AstraZeneca - Vaxzevria,-4444.000000000,,-4444,-2222,,-4444.000000000,,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,STP,2023,2022,COVID19,-4444,1.000000000,,,BBIBP,Beijing CNBG - BBIBP-CorV,-4444.000000000,,-4444,-2222,,-4444.000000000,,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,STP,2023,2022,COVID19,-4444,1.000000000,,,JVC,Janssen - Ad26.COV 2-S,-4444.000000000,,-4444,-2222,,-4444.000000000,,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
,STP,2023,2022,COVID19,-4444,1.000000000,,,MOD,Moderna - Spikevax,-4444.000000000,,-4444,-2222,,-4444.000000000,,-4444,-4444.000000000,-4444,NOT_COLLECTED,NOT_COLLECTED,-9999,-9999.000000000,,,,,EJRF
