COUNTRY_FK,WHO_REGION,YEAR,GENDER_FK,AGEGROUP_FK,VALUE
USA,AMRO,2024,BOTH,GTEQ_65_YEARS,61930609.000000000
USA,AMRO,2024,BOTH,GTEQ_75_YEARS,26164894.000000000
UZB,EURO,2024,BOTH,GTEQ_50_YEARS,6663112.000000000
UZB,EURO,2024,BOTH,GTEQ_55_YEARS,4958374.000000000
UZB,EURO,2024,BOTH,GTEQ_60_YEARS,3452328.000000000
UZB,EURO,2024,BOTH,GTEQ_65_YEARS,2132454.000000000
UZB,EURO,2024,BOTH,GTEQ_75_YEARS,600563.000000000
VCT,AMRO,2024,BOTH,GTEQ_50_YEARS,30575.000000000
VCT,AMRO,2024,BOTH,GTEQ_55_YEARS,24227.000000000
VCT,AMRO,2024,BOTH,GTEQ_60_YEARS,17900.000000000
VCT,AMRO,2024,BOTH,GTEQ_65_YEARS,11974.000000000
VCT,AMRO,2024,BOTH,GTEQ_75_YEARS,4338.000000000
VEN,AMRO,2024,BOTH,GTEQ_50_YEARS,7159937.000000000
VEN,AMRO,2024,BOTH,GTEQ_55_YEARS,5542414.000000000
VEN,AMRO,2024,BOTH,GTEQ_60_YEARS,4050162.000000000
VEN,AMRO,2024,BOTH,GTEQ_65_YEARS,2749441.000000000
VEN,AMRO,2024,BOTH,GTEQ_75_YEARS,946649.000000000
VGB,AMRO,2024,BOTH,GTEQ_50_YEARS,11488.000000000
VGB,AMRO,2024,BOTH,GTEQ_55_YEARS,8457.000000000
VGB,AMRO,2024,BOTH,GTEQ_60_YEARS,5930.000000000
VGB,AMRO,2024,BOTH,GTEQ_65_YEARS,3808.000000000
VGB,AMRO,2024,BOTH,GTEQ_75_YEARS,1198.000000000
VIR,AMRO,2024,BOTH,GTEQ_50_YEARS,38132.000000000
VIR,AMRO,2024,BOTH,GTEQ_55_YEARS,32412.000000000
VIR,AMRO,2024,BOTH,GTEQ_60_YEARS,25903.000000000
VIR,AMRO,2024,BOTH,GTEQ_65_YEARS,19274.000000000
VIR,AMRO,2024,BOTH,GTEQ_75_YEARS,8264.000000000
VNM,WPRO,2024,BOTH,GTEQ_50_YEARS,25676541.000000000
VNM,WPRO,2024,BOTH,GTEQ_55_YEARS,19572095.000000000
VNM,WPRO,2024,BOTH,GTEQ_60_YEARS,14066012.000000000
VNM,WPRO,2024,BOTH,GTEQ_65_YEARS,9136552.000000000
VNM,WPRO,2024,BOTH,GTEQ_75_YEARS,2920672.000000000
VUT,WPRO,2024,BOTH,GTEQ_50_YEARS,44184.000000000
VUT,WPRO,2024,BOTH,GTEQ_55_YEARS,31730.000000000
VUT,WPRO,2024,BOTH,GTEQ_60_YEARS,22036.000000000
VUT,WPRO,2024,BOTH,GTEQ_65_YEARS,14088.000000000
VUT,WPRO,2024,BOTH,GTEQ_75_YEARS,4016.000000000
WLF,WPRO,2024,BOTH,GTEQ_50_YEARS,3940.000000000
WLF,WPRO,2024,BOTH,GTEQ_55_YEARS,3060.000000000
WLF,WPRO,2024,BOTH,GTEQ_60_YEARS,2341.000000000
WLF,WPRO,2024,BOTH,GTEQ_65_YEARS,1661.000000000
WLF,WPRO,2024,BOTH,GTEQ_75_YEARS,680.000000000
WSM,WPRO,2024,BOTH,GTEQ_50_YEARS,38333.000000000
WSM,WPRO,2024,BOTH,GTEQ_55_YEARS,28477.000000000
WSM,WPRO,2024,BOTH,GTEQ_60_YEARS,20004.000000000
WSM,WPRO,2024,BOTH,GTEQ_65_YEARS,12833.000000000
WSM,WPRO,2024,BOTH,GTEQ_75_YEARS,4049.000000000
XKX,EURO,2024,BOTH,GTEQ_50_YEARS,445466.000000000
XKX,EURO,2024,BOTH,GTEQ_55_YEARS,341457.000000000
XKX,EURO,2024,BOTH,GTEQ_60_YEARS,248936.000000000
XKX,EURO,2024,BOTH,GTEQ_65_YEARS,169736.000000000
XKX,EURO,2024,BOTH,GTEQ_75_YEARS,60855.000000000
YEM,EMRO,2024,BOTH,GTEQ_50_YEARS,3627202.000000000
YEM,EMRO,2024,BOTH,GTEQ_55_YEARS,2488606.000000000
YEM,EMRO,2024,BOTH,GTEQ_60_YEARS,1634248.000000000
YEM,EMRO,2024,BOTH,GTEQ_65_YEARS,1023938.000000000
YEM,EMRO,2024,BOTH,GTEQ_75_YEARS,333228.000000000
ZAF,AFRO,2024,BOTH,GTEQ_50_YEARS,11985773.000000000
ZAF,AFRO,2024,BOTH,GTEQ_55_YEARS,9024152.000000000
ZAF,AFRO,2024,BOTH,GTEQ_60_YEARS,6504908.000000000
ZAF,AFRO,2024,BOTH,GTEQ_65_YEARS,4282441.000000000
ZAF,AFRO,2024,BOTH,GTEQ_75_YEARS,1374127.000000000
ZMB,AFRO,2024,BOTH,GTEQ_50_YEARS,1746320.000000000
ZMB,AFRO,2024,BOTH,GTEQ_55_YEARS,1137956.000000000
ZMB,AFRO,2024,BOTH,GTEQ_60_YEARS,712440.000000000
ZMB,AFRO,2024,BOTH,GTEQ_65_YEARS,414959.000000000
ZMB,AFRO,2024,BOTH,GTEQ_75_YEARS,99093.000000000
ZWE,AFRO,2024,BOTH,GTEQ_50_YEARS,1557921.000000000
ZWE,AFRO,2024,BOTH,GTEQ_55_YEARS,1130407.000000000
ZWE,AFRO,2024,BOTH,GTEQ_60_YEARS,839077.000000000
ZWE,AFRO,2024,BOTH,GTEQ_65_YEARS,599124.000000000
ZWE,AFRO,2024,BOTH,GTEQ_75_YEARS,175683.000000000
