COUNTRY_FK,WHO_REGION,YEAR,GENDER_FK,AGEGROUP_FK,VALUE
MTQ,AMRO,2024,BOTH,GTEQ_55_YEARS,147332.000000000
MTQ,AMRO,2024,BOTH,GTEQ_60_YEARS,117616.000000000
MTQ,AMRO,2024,BOTH,GTEQ_65_YEARS,86869.000000000
MTQ,AMRO,2024,BOTH,GTEQ_75_YEARS,39067.000000000
MUS,AFRO,2024,BOTH,GTEQ_50_YEARS,415860.000000000
MUS,AFRO,2024,BOTH,GTEQ_55_YEARS,335952.000000000
MUS,AFRO,2024,BOTH,GTEQ_60_YEARS,252409.000000000
MUS,AFRO,2024,BOTH,GTEQ_65_YEARS,171946.000000000
MUS,AFRO,2024,BOTH,GTEQ_75_YEARS,57203.000000000
MWI,AFRO,2024,BOTH,GTEQ_50_YEARS,1791449.000000000
MWI,AFRO,2024,BOTH,GTEQ_55_YEARS,1269212.000000000
MWI,AFRO,2024,BOTH,GTEQ_60_YEARS,866334.000000000
MWI,AFRO,2024,BOTH,GTEQ_65_YEARS,560040.000000000
MWI,AFRO,2024,BOTH,GTEQ_75_YEARS,207083.000000000
MYS,WPRO,2024,BOTH,GTEQ_50_YEARS,7530354.000000000
MYS,WPRO,2024,BOTH,GTEQ_55_YEARS,5694544.000000000
MYS,WPRO,2024,BOTH,GTEQ_60_YEARS,4124411.000000000
MYS,WPRO,2024,BOTH,GTEQ_65_YEARS,2751410.000000000
MYS,WPRO,2024,BOTH,GTEQ_75_YEARS,894506.000000000
MYT,,2024,BOTH,GTEQ_50_YEARS,32384.000000000
MYT,,2024,BOTH,GTEQ_55_YEARS,22394.000000000
MYT,,2024,BOTH,GTEQ_60_YEARS,14443.000000000
MYT,,2024,BOTH,GTEQ_65_YEARS,8906.000000000
MYT,,2024,BOTH,GTEQ_75_YEARS,2784.000000000
NAM,AFRO,2024,BOTH,GTEQ_50_YEARS,367211.000000000
NAM,AFRO,2024,BOTH,GTEQ_55_YEARS,260645.000000000
NAM,AFRO,2024,BOTH,GTEQ_60_YEARS,178883.000000000
NAM,AFRO,2024,BOTH,GTEQ_65_YEARS,111302.000000000
NAM,AFRO,2024,BOTH,GTEQ_75_YEARS,35577.000000000
NCL,WPRO,2024,BOTH,GTEQ_50_YEARS,85620.000000000
NCL,WPRO,2024,BOTH,GTEQ_55_YEARS,65588.000000000
NCL,WPRO,2024,BOTH,GTEQ_60_YEARS,48098.000000000
NCL,WPRO,2024,BOTH,GTEQ_65_YEARS,33447.000000000
NCL,WPRO,2024,BOTH,GTEQ_75_YEARS,13491.000000000
NER,AFRO,2024,BOTH,GTEQ_50_YEARS,2334071.000000000
NER,AFRO,2024,BOTH,GTEQ_55_YEARS,1669775.000000000
NER,AFRO,2024,BOTH,GTEQ_60_YEARS,1129091.000000000
NER,AFRO,2024,BOTH,GTEQ_65_YEARS,701334.000000000
NER,AFRO,2024,BOTH,GTEQ_75_YEARS,181463.000000000
NGA,AFRO,2024,BOTH,GTEQ_50_YEARS,23807198.000000000
NGA,AFRO,2024,BOTH,GTEQ_55_YEARS,16749895.000000000
NGA,AFRO,2024,BOTH,GTEQ_60_YEARS,11294780.000000000
NGA,AFRO,2024,BOTH,GTEQ_65_YEARS,7093620.000000000
NGA,AFRO,2024,BOTH,GTEQ_75_YEARS,1981406.000000000
NIC,AMRO,2024,BOTH,GTEQ_50_YEARS,1138164.000000000
NIC,AMRO,2024,BOTH,GTEQ_55_YEARS,824082.000000000
NIC,AMRO,2024,BOTH,GTEQ_60_YEARS,574348.000000000
NIC,AMRO,2024,BOTH,GTEQ_65_YEARS,382718.000000000
NIC,AMRO,2024,BOTH,GTEQ_75_YEARS,129094.000000000
NIU,WPRO,2024,BOTH,GTEQ_50_YEARS,638.000000000
NIU,WPRO,2024,BOTH,GTEQ_55_YEARS,526.000000000
NIU,WPRO,2024,BOTH,GTEQ_60_YEARS,429.000000000
NIU,WPRO,2024,BOTH,GTEQ_65_YEARS,303.000000000
NIU,WPRO,2024,BOTH,GTEQ_75_YEARS,103.000000000
NLD,EURO,2024,BOTH,GTEQ_50_YEARS,7497338.000000000
NLD,EURO,2024,BOTH,GTEQ_55_YEARS,6268307.000000000
NLD,EURO,2024,BOTH,GTEQ_60_YEARS,4976747.000000000
NLD,EURO,2024,BOTH,GTEQ_65_YEARS,3736187.000000000
NLD,EURO,2024,BOTH,GTEQ_75_YEARS,1737210.000000000
NOR,EURO,2024,BOTH,GTEQ_50_YEARS,2118170.000000000
NOR,EURO,2024,BOTH,GTEQ_55_YEARS,1738646.000000000
NOR,EURO,2024,BOTH,GTEQ_60_YEARS,1371498.000000000
NOR,EURO,2024,BOTH,GTEQ_65_YEARS,1047599.000000000
NOR,EURO,2024,BOTH,GTEQ_75_YEARS,493736.000000000
NPL,SEARO,2024,BOTH,GTEQ_50_YEARS,5250702.000000000
NPL,SEARO,2024,BOTH,GTEQ_55_YEARS,3916752.000000000
NPL,SEARO,2024,BOTH,GTEQ_60_YEARS,2843827.000000000
NPL,SEARO,2024,BOTH,GTEQ_65_YEARS,1928352.000000000
NPL,SEARO,2024,BOTH,GTEQ_75_YEARS,616185.000000000
NRU,WPRO,2024,BOTH,GTEQ_50_YEARS,1366.000000000
NRU,WPRO,2024,BOTH,GTEQ_55_YEARS,969.000000000
NRU,WPRO,2024,BOTH,GTEQ_60_YEARS,618.000000000
NRU,WPRO,2024,BOTH,GTEQ_65_YEARS,347.000000000
NRU,WPRO,2024,BOTH,GTEQ_75_YEARS,52.000000000
NZL,WPRO,2024,BOTH,GTEQ_50_YEARS,1865083.000000000
NZL,WPRO,2024,BOTH,GTEQ_55_YEARS,1532094.000000000
NZL,WPRO,2024,BOTH,GTEQ_60_YEARS,1212726.000000000
NZL,WPRO,2024,BOTH,GTEQ_65_YEARS,896585.000000000
NZL,WPRO,2024,BOTH,GTEQ_75_YEARS,396262.000000000
OMN,EMRO,2024,BOTH,GTEQ_50_YEARS,562133.000000000
OMN,EMRO,2024,BOTH,GTEQ_55_YEARS,356628.000000000
OMN,EMRO,2024,BOTH,GTEQ_60_YEARS,227535.000000000
OMN,EMRO,2024,BOTH,GTEQ_65_YEARS,139659.000000000
OMN,EMRO,2024,BOTH,GTEQ_75_YEARS,49353.000000000
PAK,EMRO,2024,BOTH,GTEQ_50_YEARS,32749431.000000000
PAK,EMRO,2024,BOTH,GTEQ_55_YEARS,24155289.000000000
PAK,EMRO,2024,BOTH,GTEQ_60_YEARS,16847561.000000000
PAK,EMRO,2024,BOTH,GTEQ_65_YEARS,10755906.000000000
PAK,EMRO,2024,BOTH,GTEQ_75_YEARS,3251670.000000000
PAN,AMRO,2024,BOTH,GTEQ_50_YEARS,1093862.000000000
PAN,AMRO,2024,BOTH,GTEQ_55_YEARS,837035.000000000
PAN,AMRO,2024,BOTH,GTEQ_60_YEARS,610057.000000000
PAN,AMRO,2024,BOTH,GTEQ_65_YEARS,422356.000000000
PAN,AMRO,2024,BOTH,GTEQ_75_YEARS,167105.000000000
PER,AMRO,2024,BOTH,GTEQ_50_YEARS,7865261.000000000
PER,AMRO,2024,BOTH,GTEQ_55_YEARS,6003139.000000000
PER,AMRO,2024,BOTH,GTEQ_60_YEARS,4446511.000000000
PER,AMRO,2024,BOTH,GTEQ_65_YEARS,3157673.000000000
PER,AMRO,2024,BOTH,GTEQ_75_YEARS,1280742.000000000
PHL,WPRO,2024,BOTH,GTEQ_50_YEARS,20220400.000000000
PHL,WPRO,2024,BOTH,GTEQ_55_YEARS,14814089.000000000
PHL,WPRO,2024,BOTH,GTEQ_60_YEARS,10174928.000000000
PHL,WPRO,2024,BOTH,GTEQ_65_YEARS,6362066.000000000
PHL,WPRO,2024,BOTH,GTEQ_75_YEARS,1633441.000000000
PLW,WPRO,2024,BOTH,GTEQ_50_YEARS,5864.000000000
PLW,WPRO,2024,BOTH,GTEQ_55_YEARS,4464.000000000
PLW,WPRO,2024,BOTH,GTEQ_60_YEARS,3157.000000000
PLW,WPRO,2024,BOTH,GTEQ_65_YEARS,2015.000000000
PLW,WPRO,2024,BOTH,GTEQ_75_YEARS,557.000000000
PNG,WPRO,2024,BOTH,GTEQ_50_YEARS,1415449.000000000
PNG,WPRO,2024,BOTH,GTEQ_55_YEARS,976683.000000000
PNG,WPRO,2024,BOTH,GTEQ_60_YEARS,627430.000000000
PNG,WPRO,2024,BOTH,GTEQ_65_YEARS,366445.000000000
PNG,WPRO,2024,BOTH,GTEQ_75_YEARS,91882.000000000
POL,EURO,2024,BOTH,GTEQ_50_YEARS,14869007.000000000
POL,EURO,2024,BOTH,GTEQ_55_YEARS,12327439.000000000
POL,EURO,2024,BOTH,GTEQ_60_YEARS,10122339.000000000
POL,EURO,2024,BOTH,GTEQ_65_YEARS,7763117.000000000
POL,EURO,2024,BOTH,GTEQ_75_YEARS,3050234.000000000
PRI,AMRO,2024,BOTH,GTEQ_50_YEARS,1473421.000000000
PRI,AMRO,2024,BOTH,GTEQ_55_YEARS,1256756.000000000
PRI,AMRO,2024,BOTH,GTEQ_60_YEARS,1030468.000000000
PRI,AMRO,2024,BOTH,GTEQ_65_YEARS,801443.000000000
PRI,AMRO,2024,BOTH,GTEQ_75_YEARS,390710.000000000
PRK,SEARO,2024,BOTH,GTEQ_50_YEARS,8921137.000000000
PRK,SEARO,2024,BOTH,GTEQ_55_YEARS,6801427.000000000
PRK,SEARO,2024,BOTH,GTEQ_60_YEARS,4799215.000000000
PRK,SEARO,2024,BOTH,GTEQ_65_YEARS,3285830.000000000
PRK,SEARO,2024,BOTH,GTEQ_75_YEARS,1330572.000000000
PRT,EURO,2024,BOTH,GTEQ_50_YEARS,4812564.000000000
PRT,EURO,2024,BOTH,GTEQ_55_YEARS,4032386.000000000
PRT,EURO,2024,BOTH,GTEQ_60_YEARS,3286560.000000000
PRT,EURO,2024,BOTH,GTEQ_65_YEARS,2557404.000000000
PRT,EURO,2024,BOTH,GTEQ_75_YEARS,1262173.000000000
PRY,AMRO,2024,BOTH,GTEQ_50_YEARS,1280113.000000000
PRY,AMRO,2024,BOTH,GTEQ_55_YEARS,969932.000000000
PRY,AMRO,2024,BOTH,GTEQ_60_YEARS,686884.000000000
PRY,AMRO,2024,BOTH,GTEQ_65_YEARS,453015.000000000
PRY,AMRO,2024,BOTH,GTEQ_75_YEARS,159186.000000000
PSE,EMRO,2024,BOTH,GTEQ_50_YEARS,644395.000000000
PSE,EMRO,2024,BOTH,GTEQ_55_YEARS,470463.000000000
PSE,EMRO,2024,BOTH,GTEQ_60_YEARS,325870.000000000
PSE,EMRO,2024,BOTH,GTEQ_65_YEARS,210907.000000000
PSE,EMRO,2024,BOTH,GTEQ_75_YEARS,67240.000000000
PYF,WPRO,2024,BOTH,GTEQ_50_YEARS,84827.000000000
PYF,WPRO,2024,BOTH,GTEQ_55_YEARS,65568.000000000
PYF,WPRO,2024,BOTH,GTEQ_60_YEARS,47211.000000000
PYF,WPRO,2024,BOTH,GTEQ_65_YEARS,31922.000000000
PYF,WPRO,2024,BOTH,GTEQ_75_YEARS,11663.000000000
QAT,EMRO,2024,BOTH,GTEQ_50_YEARS,361709.000000000
QAT,EMRO,2024,BOTH,GTEQ_55_YEARS,199548.000000000
QAT,EMRO,2024,BOTH,GTEQ_60_YEARS,105453.000000000
QAT,EMRO,2024,BOTH,GTEQ_65_YEARS,51098.000000000
QAT,EMRO,2024,BOTH,GTEQ_75_YEARS,10929.000000000
REU,AFRO,2024,BOTH,GTEQ_50_YEARS,316287.000000000
REU,AFRO,2024,BOTH,GTEQ_55_YEARS,257601.000000000
REU,AFRO,2024,BOTH,GTEQ_60_YEARS,193918.000000000
REU,AFRO,2024,BOTH,GTEQ_65_YEARS,136341.000000000
REU,AFRO,2024,BOTH,GTEQ_75_YEARS,54225.000000000
ROU,EURO,2024,BOTH,GTEQ_50_YEARS,7686721.000000000
ROU,EURO,2024,BOTH,GTEQ_55_YEARS,6206259.000000000
ROU,EURO,2024,BOTH,GTEQ_60_YEARS,4818801.000000000
ROU,EURO,2024,BOTH,GTEQ_65_YEARS,3799411.000000000
ROU,EURO,2024,BOTH,GTEQ_75_YEARS,1540384.000000000
RUS,EURO,2024,BOTH,GTEQ_50_YEARS,52585970.000000000
RUS,EURO,2024,BOTH,GTEQ_55_YEARS,43147843.000000000
RUS,EURO,2024,BOTH,GTEQ_60_YEARS,34713596.000000000
RUS,EURO,2024,BOTH,GTEQ_65_YEARS,24876501.000000000
RUS,EURO,2024,BOTH,GTEQ_75_YEARS,9010054.000000000
RWA,AFRO,2024,BOTH,GTEQ_50_YEARS,1616637.000000000
RWA,AFRO,2024,BOTH,GTEQ_55_YEARS,1202945.000000000
RWA,AFRO,2024,BOTH,GTEQ_60_YEARS,866596.000000000
RWA,AFRO,2024,BOTH,GTEQ_65_YEARS,559733.000000000
RWA,AFRO,2024,BOTH,GTEQ_75_YEARS,154115.000000000
SAU,EMRO,2024,BOTH,GTEQ_50_YEARS,4445860.000000000
SAU,EMRO,2024,BOTH,GTEQ_55_YEARS,2903525.000000000
SAU,EMRO,2024,BOTH,GTEQ_60_YEARS,1766701.000000000
SAU,EMRO,2024,BOTH,GTEQ_65_YEARS,1002198.000000000
SAU,EMRO,2024,BOTH,GTEQ_75_YEARS,315658.000000000
SDN,EMRO,2024,BOTH,GTEQ_50_YEARS,5450429.000000000
SDN,EMRO,2024,BOTH,GTEQ_55_YEARS,3923539.000000000
SDN,EMRO,2024,BOTH,GTEQ_60_YEARS,2669711.000000000
SDN,EMRO,2024,BOTH,GTEQ_65_YEARS,1665687.000000000
SDN,EMRO,2024,BOTH,GTEQ_75_YEARS,430902.000000000
SEN,AFRO,2024,BOTH,GTEQ_50_YEARS,2074909.000000000
SEN,AFRO,2024,BOTH,GTEQ_55_YEARS,1499219.000000000
SEN,AFRO,2024,BOTH,GTEQ_60_YEARS,1031822.000000000
SEN,AFRO,2024,BOTH,GTEQ_65_YEARS,669360.000000000
SEN,AFRO,2024,BOTH,GTEQ_75_YEARS,192328.000000000
SGP,WPRO,2024,BOTH,GTEQ_50_YEARS,1795964.000000000
SGP,WPRO,2024,BOTH,GTEQ_55_YEARS,1439774.000000000
SGP,WPRO,2024,BOTH,GTEQ_60_YEARS,1112847.000000000
SGP,WPRO,2024,BOTH,GTEQ_65_YEARS,796492.000000000
SGP,WPRO,2024,BOTH,GTEQ_75_YEARS,301758.000000000
SHN,AFRO,2024,BOTH,GTEQ_50_YEARS,2750.000000000
SHN,AFRO,2024,BOTH,GTEQ_55_YEARS,2343.000000000
SHN,AFRO,2024,BOTH,GTEQ_60_YEARS,1897.000000000
SHN,AFRO,2024,BOTH,GTEQ_65_YEARS,1421.000000000
SHN,AFRO,2024,BOTH,GTEQ_75_YEARS,627.000000000
SLB,WPRO,2024,BOTH,GTEQ_50_YEARS,102275.000000000
SLB,WPRO,2024,BOTH,GTEQ_55_YEARS,70366.000000000
SLB,WPRO,2024,BOTH,GTEQ_60_YEARS,46895.000000000
SLB,WPRO,2024,BOTH,GTEQ_65_YEARS,29817.000000000
SLB,WPRO,2024,BOTH,GTEQ_75_YEARS,9302.000000000
SLE,AFRO,2024,BOTH,GTEQ_50_YEARS,956215.000000000
SLE,AFRO,2024,BOTH,GTEQ_55_YEARS,675772.000000000
SLE,AFRO,2024,BOTH,GTEQ_60_YEARS,451736.000000000
SLE,AFRO,2024,BOTH,GTEQ_65_YEARS,280246.000000000
SLE,AFRO,2024,BOTH,GTEQ_75_YEARS,79181.000000000
SLV,AMRO,2024,BOTH,GTEQ_50_YEARS,1315932.000000000
SLV,AMRO,2024,BOTH,GTEQ_55_YEARS,1007401.000000000
SLV,AMRO,2024,BOTH,GTEQ_60_YEARS,737358.000000000
SLV,AMRO,2024,BOTH,GTEQ_65_YEARS,516481.000000000
SLV,AMRO,2024,BOTH,GTEQ_75_YEARS,199769.000000000
SMR,EURO,2024,BOTH,GTEQ_50_YEARS,16270.000000000
SMR,EURO,2024,BOTH,GTEQ_55_YEARS,13335.000000000
SMR,EURO,2024,BOTH,GTEQ_60_YEARS,10258.000000000
SMR,EURO,2024,BOTH,GTEQ_65_YEARS,7534.000000000
SMR,EURO,2024,BOTH,GTEQ_75_YEARS,3762.000000000
SOM,EMRO,2024,BOTH,GTEQ_50_YEARS,1614656.000000000
SOM,EMRO,2024,BOTH,GTEQ_55_YEARS,1150604.000000000
SOM,EMRO,2024,BOTH,GTEQ_60_YEARS,781695.000000000
SOM,EMRO,2024,BOTH,GTEQ_65_YEARS,492647.000000000
SOM,EMRO,2024,BOTH,GTEQ_75_YEARS,127301.000000000
SPM,,2024,BOTH,GTEQ_50_YEARS,2633.000000000
SPM,,2024,BOTH,GTEQ_55_YEARS,2142.000000000
SPM,,2024,BOTH,GTEQ_60_YEARS,1613.000000000
SPM,,2024,BOTH,GTEQ_65_YEARS,1141.000000000
SPM,,2024,BOTH,GTEQ_75_YEARS,490.000000000
SRB,EURO,2024,BOTH,GTEQ_50_YEARS,2893049.000000000
SRB,EURO,2024,BOTH,GTEQ_55_YEARS,2433318.000000000
SRB,EURO,2024,BOTH,GTEQ_60_YEARS,1986913.000000000
SRB,EURO,2024,BOTH,GTEQ_65_YEARS,1528189.000000000
SRB,EURO,2024,BOTH,GTEQ_75_YEARS,597435.000000000
SSD,AFRO,2024,BOTH,GTEQ_50_YEARS,1396639.000000000
SSD,AFRO,2024,BOTH,GTEQ_55_YEARS,929838.000000000
SSD,AFRO,2024,BOTH,GTEQ_60_YEARS,595768.000000000
SSD,AFRO,2024,BOTH,GTEQ_65_YEARS,357318.000000000
SSD,AFRO,2024,BOTH,GTEQ_75_YEARS,94251.000000000
STP,AFRO,2024,BOTH,GTEQ_50_YEARS,28801.000000000
STP,AFRO,2024,BOTH,GTEQ_55_YEARS,20655.000000000
STP,AFRO,2024,BOTH,GTEQ_60_YEARS,14336.000000000
STP,AFRO,2024,BOTH,GTEQ_65_YEARS,9194.000000000
STP,AFRO,2024,BOTH,GTEQ_75_YEARS,3218.000000000
SUR,AMRO,2024,BOTH,GTEQ_50_YEARS,146374.000000000
SUR,AMRO,2024,BOTH,GTEQ_55_YEARS,110382.000000000
SUR,AMRO,2024,BOTH,GTEQ_60_YEARS,77667.000000000
SUR,AMRO,2024,BOTH,GTEQ_65_YEARS,50123.000000000
SUR,AMRO,2024,BOTH,GTEQ_75_YEARS,17091.000000000
SVK,EURO,2024,BOTH,GTEQ_50_YEARS,2096547.000000000
SVK,EURO,2024,BOTH,GTEQ_55_YEARS,1708236.000000000
SVK,EURO,2024,BOTH,GTEQ_60_YEARS,1364617.000000000
SVK,EURO,2024,BOTH,GTEQ_65_YEARS,1020818.000000000
SVK,EURO,2024,BOTH,GTEQ_75_YEARS,390890.000000000
SVN,EURO,2024,BOTH,GTEQ_50_YEARS,907358.000000000
SVN,EURO,2024,BOTH,GTEQ_55_YEARS,758499.000000000
SVN,EURO,2024,BOTH,GTEQ_60_YEARS,606777.000000000
SVN,EURO,2024,BOTH,GTEQ_65_YEARS,461297.000000000
SVN,EURO,2024,BOTH,GTEQ_75_YEARS,201057.000000000
SWE,EURO,2024,BOTH,GTEQ_50_YEARS,4149309.000000000
SWE,EURO,2024,BOTH,GTEQ_55_YEARS,3481989.000000000
SWE,EURO,2024,BOTH,GTEQ_60_YEARS,2801237.000000000
SWE,EURO,2024,BOTH,GTEQ_65_YEARS,2200619.000000000
SWE,EURO,2024,BOTH,GTEQ_75_YEARS,1138700.000000000
SWZ,AFRO,2024,BOTH,GTEQ_50_YEARS,155055.000000000
SWZ,AFRO,2024,BOTH,GTEQ_55_YEARS,115188.000000000
SWZ,AFRO,2024,BOTH,GTEQ_60_YEARS,80010.000000000
SWZ,AFRO,2024,BOTH,GTEQ_65_YEARS,52975.000000000
SWZ,AFRO,2024,BOTH,GTEQ_75_YEARS,16553.000000000
SXM,AMRO,2024,BOTH,GTEQ_50_YEARS,16830.000000000
SXM,AMRO,2024,BOTH,GTEQ_55_YEARS,13203.000000000
SXM,AMRO,2024,BOTH,GTEQ_60_YEARS,9316.000000000
SXM,AMRO,2024,BOTH,GTEQ_65_YEARS,6051.000000000
SXM,AMRO,2024,BOTH,GTEQ_75_YEARS,1800.000000000
SYC,AFRO,2024,BOTH,GTEQ_50_YEARS,32773.000000000
SYC,AFRO,2024,BOTH,GTEQ_55_YEARS,24479.000000000
SYC,AFRO,2024,BOTH,GTEQ_60_YEARS,17209.000000000
SYC,AFRO,2024,BOTH,GTEQ_65_YEARS,11146.000000000
SYC,AFRO,2024,BOTH,GTEQ_75_YEARS,3739.000000000
SYR,EMRO,2024,BOTH,GTEQ_50_YEARS,3689515.000000000
SYR,EMRO,2024,BOTH,GTEQ_55_YEARS,2666969.000000000
SYR,EMRO,2024,BOTH,GTEQ_60_YEARS,1823590.000000000
SYR,EMRO,2024,BOTH,GTEQ_65_YEARS,1169920.000000000
SYR,EMRO,2024,BOTH,GTEQ_75_YEARS,357117.000000000
TCA,AMRO,2024,BOTH,GTEQ_50_YEARS,14761.000000000
TCA,AMRO,2024,BOTH,GTEQ_55_YEARS,11008.000000000
TCA,AMRO,2024,BOTH,GTEQ_60_YEARS,7891.000000000
TCA,AMRO,2024,BOTH,GTEQ_65_YEARS,5245.000000000
TCA,AMRO,2024,BOTH,GTEQ_75_YEARS,1955.000000000
TCD,AFRO,2024,BOTH,GTEQ_50_YEARS,1641469.000000000
TCD,AFRO,2024,BOTH,GTEQ_55_YEARS,1108494.000000000
TCD,AFRO,2024,BOTH,GTEQ_60_YEARS,712430.000000000
TCD,AFRO,2024,BOTH,GTEQ_65_YEARS,426402.000000000
TCD,AFRO,2024,BOTH,GTEQ_75_YEARS,109013.000000000
TGO,AFRO,2024,BOTH,GTEQ_50_YEARS,1084999.000000000
TGO,AFRO,2024,BOTH,GTEQ_55_YEARS,755194.000000000
TGO,AFRO,2024,BOTH,GTEQ_60_YEARS,498961.000000000
TGO,AFRO,2024,BOTH,GTEQ_65_YEARS,305778.000000000
TGO,AFRO,2024,BOTH,GTEQ_75_YEARS,75036.000000000
THA,SEARO,2024,BOTH,GTEQ_50_YEARS,26406391.000000000
THA,SEARO,2024,BOTH,GTEQ_55_YEARS,20995444.000000000
THA,SEARO,2024,BOTH,GTEQ_60_YEARS,15738941.000000000
THA,SEARO,2024,BOTH,GTEQ_65_YEARS,11010190.000000000
THA,SEARO,2024,BOTH,GTEQ_75_YEARS,4254168.000000000
TJK,EURO,2024,BOTH,GTEQ_50_YEARS,1465091.000000000
TJK,EURO,2024,BOTH,GTEQ_55_YEARS,1064961.000000000
TJK,EURO,2024,BOTH,GTEQ_60_YEARS,711365.000000000
TJK,EURO,2024,BOTH,GTEQ_65_YEARS,407937.000000000
TJK,EURO,2024,BOTH,GTEQ_75_YEARS,94902.000000000
TKL,WPRO,2024,BOTH,GTEQ_50_YEARS,566.000000000
TKL,WPRO,2024,BOTH,GTEQ_55_YEARS,462.000000000
TKL,WPRO,2024,BOTH,GTEQ_60_YEARS,324.000000000
TKL,WPRO,2024,BOTH,GTEQ_65_YEARS,210.000000000
TKL,WPRO,2024,BOTH,GTEQ_75_YEARS,81.000000000
TKM,EURO,2024,BOTH,GTEQ_50_YEARS,1306272.000000000
TKM,EURO,2024,BOTH,GTEQ_55_YEARS,912381.000000000
TKM,EURO,2024,BOTH,GTEQ_60_YEARS,593436.000000000
TKM,EURO,2024,BOTH,GTEQ_65_YEARS,339527.000000000
TKM,EURO,2024,BOTH,GTEQ_75_YEARS,76703.000000000
TLS,SEARO,2024,BOTH,GTEQ_50_YEARS,199263.000000000
TLS,SEARO,2024,BOTH,GTEQ_55_YEARS,146423.000000000
TLS,SEARO,2024,BOTH,GTEQ_60_YEARS,105341.000000000
TLS,SEARO,2024,BOTH,GTEQ_65_YEARS,73932.000000000
TLS,SEARO,2024,BOTH,GTEQ_75_YEARS,30667.000000000
TON,WPRO,2024,BOTH,GTEQ_50_YEARS,19311.000000000
TON,WPRO,2024,BOTH,GTEQ_55_YEARS,14533.000000000
TON,WPRO,2024,BOTH,GTEQ_60_YEARS,10145.000000000
TON,WPRO,2024,BOTH,GTEQ_65_YEARS,7005.000000000
TON,WPRO,2024,BOTH,GTEQ_75_YEARS,2664.000000000
TTO,AMRO,2024,BOTH,GTEQ_50_YEARS,464360.000000000
TTO,AMRO,2024,BOTH,GTEQ_55_YEARS,369641.000000000
TTO,AMRO,2024,BOTH,GTEQ_60_YEARS,280106.000000000
TTO,AMRO,2024,BOTH,GTEQ_65_YEARS,186648.000000000
TTO,AMRO,2024,BOTH,GTEQ_75_YEARS,55344.000000000
TUN,EMRO,2024,BOTH,GTEQ_50_YEARS,3169636.000000000
TUN,EMRO,2024,BOTH,GTEQ_55_YEARS,2443534.000000000
TUN,EMRO,2024,BOTH,GTEQ_60_YEARS,1770814.000000000
TUN,EMRO,2024,BOTH,GTEQ_65_YEARS,1169969.000000000
TUN,EMRO,2024,BOTH,GTEQ_75_YEARS,355135.000000000
TUR,EURO,2024,BOTH,GTEQ_50_YEARS,23007895.000000000
TUR,EURO,2024,BOTH,GTEQ_55_YEARS,17885781.000000000
TUR,EURO,2024,BOTH,GTEQ_60_YEARS,13126130.000000000
TUR,EURO,2024,BOTH,GTEQ_65_YEARS,8995974.000000000
TUR,EURO,2024,BOTH,GTEQ_75_YEARS,3183993.000000000
TUV,WPRO,2024,BOTH,GTEQ_50_YEARS,2091.000000000
TUV,WPRO,2024,BOTH,GTEQ_55_YEARS,1609.000000000
TUV,WPRO,2024,BOTH,GTEQ_60_YEARS,1078.000000000
TUV,WPRO,2024,BOTH,GTEQ_65_YEARS,651.000000000
TUV,WPRO,2024,BOTH,GTEQ_75_YEARS,216.000000000
TWN,,2024,BOTH,GTEQ_50_YEARS,9777658.000000000
TWN,,2024,BOTH,GTEQ_55_YEARS,8026941.000000000
TWN,,2024,BOTH,GTEQ_60_YEARS,6233464.000000000
TWN,,2024,BOTH,GTEQ_65_YEARS,4453329.000000000
TWN,,2024,BOTH,GTEQ_75_YEARS,1622626.000000000
TZA,AFRO,2024,BOTH,GTEQ_50_YEARS,6406736.000000000
TZA,AFRO,2024,BOTH,GTEQ_55_YEARS,4456647.000000000
TZA,AFRO,2024,BOTH,GTEQ_60_YEARS,3082443.000000000
TZA,AFRO,2024,BOTH,GTEQ_65_YEARS,2087668.000000000
TZA,AFRO,2024,BOTH,GTEQ_75_YEARS,691626.000000000
UGA,AFRO,2024,BOTH,GTEQ_50_YEARS,3837676.000000000
UGA,AFRO,2024,BOTH,GTEQ_55_YEARS,2644753.000000000
UGA,AFRO,2024,BOTH,GTEQ_60_YEARS,1738017.000000000
UGA,AFRO,2024,BOTH,GTEQ_65_YEARS,1094622.000000000
UGA,AFRO,2024,BOTH,GTEQ_75_YEARS,341610.000000000
UKR,EURO,2024,BOTH,GTEQ_50_YEARS,15066240.000000000
UKR,EURO,2024,BOTH,GTEQ_55_YEARS,12508398.000000000
UKR,EURO,2024,BOTH,GTEQ_60_YEARS,9943198.000000000
UKR,EURO,2024,BOTH,GTEQ_65_YEARS,7179234.000000000
UKR,EURO,2024,BOTH,GTEQ_75_YEARS,2853903.000000000
URY,AMRO,2024,BOTH,GTEQ_50_YEARS,1123793.000000000
URY,AMRO,2024,BOTH,GTEQ_55_YEARS,920077.000000000
URY,AMRO,2024,BOTH,GTEQ_60_YEARS,726308.000000000
URY,AMRO,2024,BOTH,GTEQ_65_YEARS,543395.000000000
URY,AMRO,2024,BOTH,GTEQ_75_YEARS,259930.000000000
USA,AMRO,2024,BOTH,GTEQ_50_YEARS,125287941.000000000
USA,AMRO,2024,BOTH,GTEQ_55_YEARS,104450316.000000000
USA,AMRO,2024,BOTH,GTEQ_60_YEARS,83622174.000000000
