COUNTRY,YEAR,REPORTING_PERIOD,SOURCE,VACCINE_TYPE,GENDER,AGEGROUP,CUSTOM_AGEGROUP,AGEGROUP_CUSTOM_CLEAN,TOTAL_POP,TARGET_POP,TARGET_GROUP,NUMBER_TARGET,N_VACC_DOSE1,N_VACC_LAST_DOSE,N_VACC_BOOSTER_DOSE,N_VACC_BOOSTER_DOSE_2,N_VACC_UNKNOWN,N_VACC_TOTAL_DOSES,COMMENTS,WEBINCLUDED
SYC,2021,4,,,MALE,,,,,,,,,,,,,,Data available but has not been analysed yet,
SYC,2021,4,,ASZ-AZD1222-1,,,,,,,,,28656,9123,,,,,uptake up to 29.3.21  campain still ongoing for second dose,
SYC,2021,4,,ALL,,,,,98963,70000,,,63686,36866,,,,,,
SYC,2021,4,,,,18_24_YEARS,,,,,,,,,,,,,Data available but has not been analysed yet,True
SYC,2021,4,,,,,,,,,CO_MORBIDITY,,,,,,,,Data available but has not been analysed yet,
SYC,2021,4,,BIB-INAC-SARS2-1,,,,,,,,,35030,27743,,,,,uptake up to 29.3.21  campain still ongoing for second dose ,
SYC,2021,4,,,,LT_18_YEARS,,,,,,,,,,,,,Data available but has not been analysed yet,True
SYC,2021,4,,,,,,,,,HW,,,,,,,,Data available but has not been analysed yet,
SYC,2021,4,,,,50_59_YEARS,,,,,,,,,,,,,Data available but has not been analysed yet,True
SYC,2021,4,,,,,,,,,RES_LONG_TERM,,,,,,,,Data available but has not been analysed yet,
SYC,2021,4,,,,60_69_YEARS,,,,,,,,,,,,,Data available but has not been analysed yet,True
SYC,2021,4,,,,GTEQ_80_YEARS,,,,,,,,,,,,,Data available but has not been analysed yet,True
SYC,2021,4,,,,70_79_YEARS,,,,,,,,,,,,,Data available but has not been analysed yet,True
SYC,2021,4,,,FEMALE,,,,,,,,,,,,,,data available but has not been analysed ,
SYC,2021,4,,,,25_49_YEARS,,,,,,,,,,,,,Data available but has not been analysed yet,True
FIN,2021,3,,,,60_69_YEARS,,,,,,,,,,,,,,True
BEL,2021,3,,,,50_59_YEARS,,,,,,,,,,,,,,True
DNK,2021,3,,,,18_24_YEARS,,,,,,,,,,,,,,True
ITA,2021,3,,,,70_79_YEARS,,,,,,,,,,,,,,True
FIN,2021,3,,,,LT_18_YEARS,,,,,,,,,,,,,,True
FIN,2021,3,,ALL,,,,,,,,,,,,,,,,
NOR,2021,3,,,MALE,,,,,,,2213680,171292,94619,,,,,,
ESP,2021,3,,,,60_69_YEARS,,,,,,,,,,,,,,True
DNK,2021,3,,,,25_49_YEARS,,,,,,,,,,,,,,True
FIN,2021,3,,,,25_49_YEARS,,,,,,,,,,,,,,True
SVN,2021,3,,ALL,,,,,,,,,,,,,,,,
ITA,2021,3,,,MALE,,,,,,,,,,,,,,,
LTU,2021,3,,,,GTEQ_80_YEARS,,,,,,166295,38124,4780,,,,,,True
SVN,2021,3,,,,50_59_YEARS,,,,,,,,,,,,,,True
NOR,2021,3,,,,LT_18_YEARS,-2222,,,,,1111690,-2222,-2222,,,,,-2222,True
BEL,2021,3,,,,70_79_YEARS,,,,,,,,,,,,,,True
LTU,2021,3,,ASZ-AZD1222-1,,,,,,,,,31122,,,,,,,
TKM,2021,3,,,,LT_18_YEARS,,,,,,,,,,,,,,True
AUT,2021,3,,,,70_79_YEARS,,,,,,769199,29832,19057,,,,,,True
DNK,2021,3,,,,,,,,,HW,,,,,,,,,
BEL,2021,3,,,,,,,,,HW,,,,,,,,,
TKM,2021,3,,,,18_24_YEARS,,,,,,,932,507,,,,,,True
TKM,2021,3,,ALL,,,,,,,,,32240,9753,,,,,,
TKM,2021,3,,,,,,,,,HW,,13107,7422,,,,,,
LTU,2021,3,,,,,,,,,HW,-4444,-4444,-4444,,,,,,
AUT,2021,3,,,,18_24_YEARS,,,,,,696064,23523,9234,,,,,,True
ESP,2021,3,,,,50_59_YEARS,,,,,,,,,,,,,,True
BEL,2021,3,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
AUT,2021,3,,ASZ-AZD1222-1,,,,,,,,,97119,6,,,,,,
AUT,2021,3,,PFI-COMIRNATY-1,,,,,,,,,325979,235140,,,,,,
AUT,2021,3,,,,25_49_YEARS,,,,,,3006228,142353,77552,,,,,,True
AUT,2021,3,,,,LT_18_YEARS,,,,,,1542621,655,312,,,,,,True
DNK,2021,3,,,FEMALE,,,,,,,,,,,,,,,
AUT,2021,3,,,,,,,,,RES_LONG_TERM,-2222,-2222,-2222,,,,,,
LTU,2021,3,,PFI-COMIRNATY-1,,,,,,,,,124495,71076,,,,,,
ITA,2021,3,,,,50_59_YEARS,,,,,,,,,,,,,,True
TKM,2021,3,,ASZ-AZD1222-1,,,,,,,,,450,449,,,,,,
DNK,2021,3,,,,LT_18_YEARS,,,,,,,,,,,,,,True
ITA,2021,3,,,,,,,,,HW,,,,,,,,,
AUT,2021,3,,,MALE,,,,,,,3674425,157758,80818,,,,,our data contain 57 entries of unknown gender,
SVN,2021,3,,,,25_49_YEARS,,,,,,,,,,,,,,True
AUT,2021,3,,MOC-MRNA-1273-1,,,,,,,,,17589,3864,,,,,,
TKM,2021,3,,,,60_69_YEARS,,,,,,,2073,893,,,,,,True
TKM,2021,3,,,,,,,,,CO_MORBIDITY,,,,,,,,,
ESP,2021,3,,,,70_79_YEARS,,,,,,,,,,,,,,True
ESP,2021,3,,,,,,,,,RES_LONG_TERM,,,,,,,,,
ITA,2021,3,,,,18_24_YEARS,,,,,,,,,,,,,,True
TKM,2021,3,,BIB-INAC-SARS2-1,,,,,,,,,22440,3995,,,,,,
LTU,2021,3,,,,,,,,,CO_MORBIDITY,-4444,-4444,-4444,,,,,,
NOR,2021,3,,ALL,,,,,4406522,4406522,,,505688,262780,,,,,,
LTU,2021,3,,ALL,,,,,2795175,238957,,,165634,73323,,,,,,
BEL,2021,3,,ALL,,,,,,,,,,,,,,,,
AUT,2021,3,,,,60_69_YEARS,,,,,,1016016,35267,21174,,,,,,True
AUT,2021,3,,ALL,,,,,8901064,7531239,,,440687,239010,,,,,,
BEL,2021,3,,,,LT_18_YEARS,,,,,,,,,,,,,,True
ITA,2021,3,,,,LT_18_YEARS,,,,,,,,,,,,,,True
DNK,2021,3,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
ESP,2021,3,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
ESP,2021,3,,,MALE,,,,,,,,,,,,,,,
ITA,2021,3,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
SVN,2021,3,,,,18_24_YEARS,,,,,,,,,,,,,,True
SVN,2021,3,,,,60_69_YEARS,,,,,,,,,,,,,,True
FIN,2021,3,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
TKM,2021,3,,,FEMALE,,,,,,,,,,,,,,,
DNK,2021,3,,,,60_69_YEARS,,,,,,,,,,,,,,True
DNK,2021,3,,,,,,,,,CO_MORBIDITY,,,,,,,,,
TKM,2021,3,,,,50_59_YEARS,,,,,,,5218,1127,,,,,,True
FIN,2021,3,,,,,,,,,RES_LONG_TERM,,,,,,,,,
ESP,2021,3,,ALL,,,,,,,,,,,,,,,,
FIN,2021,3,,,,18_24_YEARS,,,,,,,,,,,,,,True
ESP,2021,3,,,,LT_18_YEARS,,,,,,,,,,,,,,True
LTU,2021,3,,,,,,,,,RES_LONG_TERM,-4444,-4444,-4444,,,,,,
FIN,2021,3,,,,,,,,,CO_MORBIDITY,,,,,,,,,
NOR,2021,3,,,,GTEQ_80_YEARS,-2222,,,,,236407,171623,156515,,,,,-2222,True
NOR,2021,3,,,,50_59_YEARS,-2222,,,,,714163,53565,17567,,,,,-2222,True
NOR,2021,3,,PFI-COMIRNATY-1,,,,,,,,,344220,250986,,,,,-2222,
TKM,2021,3,,,,GTEQ_80_YEARS,,,,,,,1136,80,,,,,,True
LTU,2021,3,,,,18_24_YEARS,,,,,,202324,3766,2457,,,,,,True
LTU,2021,3,,,FEMALE,,,,,,,147642,92376,55266,,,,,,
ESP,2021,3,,,,,,,,,HW,,,,,,,,,
TKM,2021,3,,,,,,,,,RES_LONG_TERM,,,,,,,,,
AUT,2021,3,,,,GTEQ_80_YEARS,,,,,,474047,121870,61098,,,,,,True
FIN,2021,3,,,,50_59_YEARS,,,,,,,,,,,,,,True
BEL,2021,3,,,FEMALE,,,,,,,,,,,,,,,
SVN,2021,3,,,,70_79_YEARS,,,,,,,,,,,,,,True
ESP,2021,3,,,FEMALE,,,,,,,,,,,,,,,
BEL,2021,3,,,,,,,,,CO_MORBIDITY,,,,,,,,,
NOR,2021,3,,,,25_49_YEARS,-2222,,,,,1825601,84815,30742,,,,,-2222,True
SVN,2021,3,,,FEMALE,,,,,,,,,,,,,,,
SVN,2021,3,,,,,,,,,RES_LONG_TERM,,,,,,,,,
NOR,2021,3,,,,,,,,,CO_MORBIDITY,938993,210021,128190,,,,,-2222,
BEL,2021,3,,,,60_69_YEARS,,,,,,,,,,,,,,True
AUT,2021,3,,,FEMALE,,,,,,,3856814,282891,158173,,,,,our data contain 57 entries of unknown gender,
BEL,2021,3,,,MALE,,,,,,,,,,,,,,,
NOR,2021,3,,,,60_69_YEARS,-2222,,,,,588519,32640,11791,,,,,-2222,True
BEL,2021,3,,,,25_49_YEARS,,,,,,,,,,,,,,True
TKM,2021,3,,GRI-SPUTNIKV-1,,,,,,,,,9200,5192,,,,,,
LTU,2021,3,,,,60_69_YEARS,,,,,,360799,26982,14507,,,,,,True
ITA,2021,3,,ALL,,,,,,,,,,,,,,,,
ESP,2021,3,,,,18_24_YEARS,,,,,,,,,,,,,,True
SVN,2021,3,,,,LT_18_YEARS,,,,,,,,,,,,,,True
LTU,2021,3,,,,25_49_YEARS,,,,,,908504,43452,27645,,,,,,True
DNK,2021,3,,ALL,,,,,,,,,,,,,,,,
LTU,2021,3,,,MALE,,,,,,,47929,32119,15810,,,,,,
DNK,2021,3,,,,,,,,,RES_LONG_TERM,,,,,,,,,
SVN,2021,3,,,,,,,,,CO_MORBIDITY,,,,,,,,,
NOR,2021,3,,,,70_79_YEARS,-2222,,,,,450468,77918,35716,,,,,-2222,True
FIN,2021,3,,,,,,,,,HW,,,,,,,,,
NOR,2021,3,,,,,,,,,RES_LONG_TERM,29089,26526,24486,,,,,-2222,
LTU,2021,3,,MOC-MRNA-1273-1,,,,,,,,,10017,2247,,,,,,
ITA,2021,3,,,,,,,,,CO_MORBIDITY,,,,,,,,,
SVN,2021,3,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
TKM,2021,3,,,MALE,,,,,,,,,,,,,,,
FIN,2021,3,,,,70_79_YEARS,,,,,,,,,,,,,,True
FIN,2021,3,,,FEMALE,,,,,,,,,,,,,,,
FIN,2021,3,,,MALE,,,,,,,,,,,,,,,
ITA,2021,3,,,,25_49_YEARS,,,,,,,,,,,,,,True
TKM,2021,3,,,,25_49_YEARS,,,,,,,17608,6922,,,,,,True
ITA,2021,3,,,,,,,,,RES_LONG_TERM,,,,,,,,,
TKM,2021,3,,,,70_79_YEARS,,,,,,,5273,224,,,,,,True
TKM,2021,3,,SRC-EPIVACCORONA-1,,,,,,,,,150,117,,,,,,
SVN,2021,3,,,MALE,,,,,,,,,,,,,,,
DNK,2021,3,,,,70_79_YEARS,,,,,,,,,,,,,,True
LTU,2021,3,,,,LT_18_YEARS,,,,,,499918,183,145,,,,,,True
SVN,2021,3,,,,,,,,,HW,,,,,,,,,
AUT,2021,3,,,,50_59_YEARS,,,,,,1396889,87187,50583,,,,,,True
BEL,2021,3,,,,18_24_YEARS,,,,,,,,,,,,,,True
ESP,2021,3,,,,,,,,,CO_MORBIDITY,,,,,,,,,
NOR,2021,3,,,,,,,,,HW,378174,163095,53932,,,,,-2222,
ESP,2021,3,,,,25_49_YEARS,,,,,,,,,,,,,,True
DNK,2021,3,,,MALE,,,,,,,,,,,,,,,
LTU,2021,3,,,,50_59_YEARS,,,,,,413337,34046,20223,,,,,,True
ITA,2021,3,,,FEMALE,,,,,,,,,,,,,,,
BEL,2021,3,,,,,,,,,RES_LONG_TERM,,,,,,,,,
AUT,2021,3,,,,,,,,,CO_MORBIDITY,-2222,-2222,-2222,,,,,,
NOR,2021,3,,,FEMALE,,,,,,,2192842,364391,168159,,,,,,
AUT,2021,3,,,,,,,,,HW,-2222,-2222,-2222,,,,,,
NOR,2021,3,,,,18_24_YEARS,-2222,,,,,464521,14933,3707,,,,,-2222,True
NOR,2021,3,,ASZ-AZD1222-1,,,,,,,,,133870,-2222,,,,,-2222,
NOR,2021,3,,MOC-MRNA-1273-1,,,,,,,,,27513,11867,,,,,-2222,
ITA,2021,3,,,,60_69_YEARS,,,,,,,,,,,,,,True
DNK,2021,3,,,,50_59_YEARS,,,,,,,,,,,,,,True
LTU,2021,3,,,,70_79_YEARS,,,,,,237548,19078,3565,,,,,,True
SWZ,2021,4,,,,60_69_YEARS,-4444,,,,,45050,10844,-4444,,,,,-4444,True
SWZ,2021,4,,,MALE,,,,,,,16096,16096,-4444,,,,,-4444,
SWZ,2021,4,,ASZ-AZD1222-1,,,,,,,,,31848,-4444,,,,,No one is eligible for the second dose yet (After eight week),
SWZ,2021,4,,,,70_79_YEARS,-4444,,,,,26427,5906,-4444,,,,,-4444,True
SWZ,2021,4,,ALL,,,,,1160363,928290,,,31848,-4444,,,,,At this point no one is due for second dose,
SWZ,2021,4,,,FEMALE,,,,,,,15752,15752,,,,,,-4444,
SWZ,2021,4,,,,50_59_YEARS,-4444,,,,,67019,3778,-4444,,,,,,True
SWZ,2021,4,,,,18_24_YEARS,-4444,,,,,161068,399,-4444,,,,,-4444,True
SWZ,2021,4,,,,,,,,,CO_MORBIDITY,61351,14969,,,,,,-4444,
SWZ,2021,4,,,,,,,,,RES_LONG_TERM,-2222,26,-4444,,,,,"Long term facilities care are not mapped in the country, hence there is no target group",
SWZ,2021,4,,,,GTEQ_80_YEARS,-4444,,,,,11907,2028,-4444,,,,,-4444,True
SWZ,2021,4,,,,,,,,,HW,17181,9132,,,,,,-4444,
SWZ,2021,4,,,,LT_18_YEARS,-4444,,,,,-4444,-4444,-4444,,,,,-4444,True
SWZ,2021,4,,,,25_49_YEARS,-4444,,,,,356733,8893,-4444,,,,,,True
AZE,2021,4,,,FEMALE,,,,,,,,,,,,,,,
AZE,2021,4,,,,18_24_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,,,,,,,,RES_LONG_TERM,,,,,,,,,
AZE,2021,4,,,,60_69_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,,,LT_18_YEARS,,,,,,,,,,,,,,True
AZE,2021,4,,,,50_59_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,,,50_59_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,,,70_79_YEARS,,,,,,,,,,,,,,True
AZE,2021,4,,,MALE,,,,,,,,,,,,,,,
AZE,2021,4,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
AZE,2021,4,,,,LT_18_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,,,,,,,,HW,,,,,,,,,
GRC,2021,4,,,MALE,,,,,,,,,,,,,,,
GRC,2021,4,,,FEMALE,,,,,,,,,,,,,,,
GRC,2021,4,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,True
AZE,2021,4,,,,,,,,,CO_MORBIDITY,,,,,,,,,
GRC,2021,4,,,,18_24_YEARS,,,,,,,,,,,,,,True
AZE,2021,4,,,,,,,,,HW,,,,,,,,,
AZE,2021,4,,,,70_79_YEARS,,,,,,,,,,,,,,True
AZE,2021,4,,ALL,,,,,,,,,,,,,,,,
GRC,2021,4,,,,,,,,,CO_MORBIDITY,,,,,,,,,
AZE,2021,4,,,,25_49_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,,,25_49_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,,,60_69_YEARS,,,,,,,,,,,,,,True
GRC,2021,4,,ALL,,,,,,,,,,,,,,,,
AZE,2021,4,,,,,,,,,RES_LONG_TERM,,,,,,,,,
LTU,2021,4,,,,18_24_YEARS,,,,,,9321,5996,3325,,,,,,True
LTU,2021,4,,,MALE,,,,,,,162770,116260,46510,,,,,,
LTU,2021,4,,,,LT_18_YEARS,,,,,,393,222,171,,,,,,True
LTU,2021,4,,,,GTEQ_80_YEARS,,,,,,105952,66616,39336,,,,,,True
LTU,2021,4,,,FEMALE,,,,,,,355261,235038,120223,,,,,,
LTU,2021,4,,,,50_59_YEARS,,,,,,74158,44346,29812,,,,,,True
LTU,2021,4,,PFI-COMIRNATY-1,,,,,,,,,212881,154408,,,,,,
LTU,2021,4,,,,60_69_YEARS,,,,,,102482,74918,27564,,,,,,True
LTU,2021,4,,,,70_79_YEARS,,,,,,135432,103958,31474,,,,,,True
LTU,2021,4,,,,,,,,,HW,-4444,-4444,-4444,,,,,,
LTU,2021,4,,ALL,,,,,2795175,518031,,,351298,166733,,,,,,
LTU,2021,4,,,,25_49_YEARS,,,,,,90287,55239,35048,,,,,,True
LTU,2021,4,,,,,,,,,CO_MORBIDITY,-4444,-4444,-4444,,,,,,
LTU,2021,4,,ASZ-AZD1222-1,,,,,,,,,110792,423,,,,,,
LTU,2021,4,,MOC-MRNA-1273-1,,,,,,,,,27625,11902,,,,,,
LTU,2021,4,,,,,,,,,RES_LONG_TERM,-4444,-4444,-4444,,,,,,
CZE,2021,4,TESSY,MOC-MRNA-1273-1,,50_59_YEARS,,,,,,1339737,16122,6938,40358,,0,,,True
FIN,2021,4,TESSY,MOC-MRNA-1273-1,,25_49_YEARS,,,,,,1728083,5207,8021,222722,,0,,,True
GRC,2021,4,TESSY,ASZ-AZD1222-1,,60_69_YEARS,,,,,,1291651,294500,4,,,0,,,True
HUN,2021,4,TESSY,MOC-MRNA-1273-1,,50_59_YEARS,,,,,,1235206,13667,2586,10721,,0,,,True
HUN,2021,4,TESSY,GRI-SPUTNIKV-1,,,,,,9769526,,,357577,30814,0,,0,,,
CZE,2021,4,TESSY,PFI-COMIRNATY-1,,60_69_YEARS,,,,,,1330494,80948,60134,166921,,0,,,True
LVA,2021,4,TESSY,ASZ-AZD1222-1,,UNKNOWN,,,,,,-4444,0,0,0,,0,,,True
SVN,2021,4,TESSY,ASZ-AZD1222-1,,,,,,2095861,,,89695,242,8,,0,,,
EST,2021,4,TESSY,MOC-MRNA-1273-1,,UNKNOWN,,,,,,-4444,5,4,0,,0,,,True
HRV,2021,4,TESSY,MOC-MRNA-1273-1,,60_69_YEARS,,,,,,562891,16362,4492,10801,,7,,,True
MNE,2021,4,TESSY,BIB-INAC-SARS2-1,,60_69_YEARS,,,,,,-4444,888,103,0,,0,,,True
LUX,2021,4,TESSY,PFI-COMIRNATY-1,,GTEQ_80_YEARS,,,,,,24925,19810,9221,168,,0,,,True
LTU,2021,4,TESSY,ASZ-AZD1222-1,,,,,,2794090,,,130398,512,2,,0,,,
HUN,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,RES_LONG_TERM,97994,61667,57585,1604,,0,,,
BGR,2021,4,TESSY,ASZ-AZD1222-1,,,,,,,RES_LONG_TERM,15000,1091,0,0,,0,,,
MNE,2021,4,TESSY,ASZ-AZD1222-1,,25_49_YEARS,,,,,,-4444,1534,0,0,,0,,,True
CYP,2021,4,TESSY,PFI-COMIRNATY-1,,GTEQ_80_YEARS,,,,,,33530,23115,23319,2076,,0,,,True
NLD,2021,4,TESSY,MOC-MRNA-1273-1,,,,,,17407585,,,136103,61412,1381633,,0,,,
TKM,2021,4,TESSY,ASZ-AZD1222-1,,,,,,0,,,450,449,,,0,,,
LUX,2021,4,TESSY,ASZ-AZD1222-1,,25_49_YEARS,,,,,,239349,4022,3,0,,0,,,True
MNE,2021,4,TESSY,GRI-SPUTNIKV-1,,60_69_YEARS,,,,,,-4444,830,635,0,,0,,,True
BEL,2021,4,TESSY,MOC-MRNA-1273-1,,,,,,,RES_LONG_TERM,-4444,2750,1350,0,,0,,,
ISL,2021,4,TESSY,PFI-COMIRNATY-1,,18_24_YEARS,,,,,,34868,677,458,7396,,0,,,True
ISL,2021,4,TESSY,MOC-MRNA-1273-1,,,,,,364134,,,4101,2648,6421,,0,,,
LVA,2021,4,TESSY,MOC-MRNA-1273-1,,60_69_YEARS,,,,,,241651,4247,2755,24703,,0,,,True
GRC,2021,4,TESSY,PFI-COMIRNATY-1,,GTEQ_80_YEARS,,,,,,773240,393444,355176,,,0,,,True
HUN,2021,4,TESSY,MOC-MRNA-1273-1,,,,,,,RES_LONG_TERM,97994,4902,4335,161,,0,,,
HRV,2021,4,TESSY,ASZ-AZD1222-1,,,,,,4058165,,,175784,1810,38,,133,,,
ITA,2021,4,TESSY,ASZ-AZD1222-1,,25_49_YEARS,,,,,,18920355,848196,345,1,,0,,,True
ISL,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,HW,22845,6137,3499,1969,,0,,,
HRV,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,4058165,,,242798,161729,291674,,506,,,
LUX,2021,4,TESSY,MOC-MRNA-1273-1,,50_59_YEARS,,,,,,89549,1092,1657,18943,,0,,,True
GEO,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,-4444,,,38418,56130,111130,,0,,,
AUT,2021,4,TESSY,ASZ-AZD1222-1,,18_24_YEARS,,,,,,696064,27468,16,6,,0,,,True
POL,2021,4,TESSY,ASZ-AZD1222-1,,25_49_YEARS,,,,,,14035724,450173,469,0,,0,,,True
AUT,2021,4,TESSY,ASZ-AZD1222-1,,25_49_YEARS,,,,,,3006228,175811,67,25,,0,,,True
ESP,2021,4,TESSY,ASZ-AZD1222-1,,70_79_YEARS,,,,,,3984504,183,1,0,,0,,,True
ISR,2021,4,TESSY,MOC-MRNA-1273-1,,25_49_YEARS,,,,,,-4444,2662,3308,988,,0,,,True
ESP,2021,4,TESSY,ASZ-AZD1222-1,,,,,,,RES_LONG_TERM,450000,10418,1,0,,0,,,
BGR,2021,4,TESSY,PFI-COMIRNATY-1,,18_24_YEARS,,,,,,427191,6375,6675,8218,,0,,,True
MDA,2021,4,TESSY,BIB-INAC-SARS2-1,,,,,,,HW,0,545,16,36,,0,,,
ISR,2021,4,TESSY,MOC-MRNA-1273-1,,70_79_YEARS,,,,,,-4444,91,235,227,,0,,,True
BGR,2021,4,TESSY,ASZ-AZD1222-1,,25_49_YEARS,,,,,,2402352,60104,46,0,,0,,,True
HUN,2021,4,TESSY,JAP-AD26-COV-2.5-1,,GTEQ_80_YEARS,,,,,,438790,180,180,299,,0,,,True
LUX,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,RES_LONG_TERM,6762,5634,5386,10,,0,,,
HUN,2021,4,TESSY,ASZ-AZD1222-1,,,,,,9769526,,,348224,79868,512,,0,,,
BEL,2021,4,TESSY,ASZ-AZD1222-1,,,,,,,RES_LONG_TERM,-4444,2417,424,0,,0,,,
LVA,2021,4,TESSY,ASZ-AZD1222-1,,,,,,,HW,35684,2294,24,0,,0,,,
HUN,2021,4,TESSY,MOC-MRNA-1273-1,,70_79_YEARS,,,,,,859765,26215,13449,3430,,0,,,True
POL,2021,4,TESSY,PFI-COMIRNATY-1,,GTEQ_80_YEARS,,,,,,1685759,800348,630557,137208,,0,,,True
SVN,2021,4,TESSY,MOC-MRNA-1273-1,,,,,,2095861,,,30573,8442,10655,,0,,,
ITA,2021,4,TESSY,PFI-COMIRNATY-1,,50_59_YEARS,,,,,,9414195,725782,636269,1296344,,0,,,True
ISR,2021,4,TESSY,PFI-COMIRNATY-1,,GTEQ_80_YEARS,,,,,,277034,265191,254696,6920,,0,,,True
IRL,2021,4,TESSY,MOC-MRNA-1273-1,,70_79_YEARS,,,,,,322167,13625,4709,1475,,0,,,True
FIN,2021,4,TESSY,MOC-MRNA-1273-1,,70_79_YEARS,,,,,,561908,30122,1521,51632,,0,,,True
ISR,2021,4,TESSY,PFI-COMIRNATY-1,,70_79_YEARS,,,,,,490784,478592,463132,8518,,0,,,True
CZE,2021,4,TESSY,MOC-MRNA-1273-1,,25_49_YEARS,,,,,,3899741,30044,16005,103137,,0,,,True
LUX,2021,4,TESSY,MOC-MRNA-1273-1,,25_49_YEARS,,,,,,239349,2277,4926,66437,,0,,,True
POL,2021,4,TESSY,MOC-MRNA-1273-1,,18_24_YEARS,,,,,,2754264,3841,3724,21262,,0,,,True
POL,2021,4,TESSY,MOC-MRNA-1273-1,,50_59_YEARS,,,,,,4606379,6017,3872,30509,,0,,,True
MDA,2021,4,TESSY,PFI-COMIRNATY-1,,UNKNOWN,,,,,,0,0,0,0,,0,,,True
EST,2021,4,TESSY,MOC-MRNA-1273-1,,18_24_YEARS,,,,,,87626,207,230,2244,,0,,,True
MDA,2021,4,TESSY,ASZ-AZD1222-1,,UNKNOWN,,,,,,0,0,0,0,,0,,,True
POL,2021,4,TESSY,MOC-MRNA-1273-1,,70_79_YEARS,,,,,,2783163,168041,111645,7492,,0,,,True
LTU,2021,4,TESSY,ASZ-AZD1222-1,,70_79_YEARS,,,,,,236890,40685,16,1,,0,,,True
SWE,2021,4,TESSY,MOC-MRNA-1273-1,,50_59_YEARS,,,,,,1297863,8440,7190,327547,,0,,,True
CYP,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,HW,-4444,2146,2929,100,,0,,,
BEL,2021,4,TESSY,PFI-COMIRNATY-1,,25_49_YEARS,,,,,,3751281,255880,224673,342188,,0,,,True
ISR,2021,4,TESSY,MOC-MRNA-1273-1,,50_59_YEARS,,,,,,-4444,431,607,231,,0,,,True
LUX,2021,4,TESSY,MOC-MRNA-1273-1,,,,,,626108,,,5579,7585,96807,,0,,,
DNK,2021,4,TESSY,MOC-MRNA-1273-1,,50_59_YEARS,,,,,,800444,2461,900,5443,,0,,,True
ESP,2021,4,TESSY,MOC-MRNA-1273-1,,,,,,47332614,,,557085,331899,6886960,,0,,,
MLT,2021,4,TESSY,MOC-MRNA-1273-1,,GTEQ_80_YEARS,,,,,,21689,46,38,164,,0,,,True
LVA,2021,4,TESSY,PFI-COMIRNATY-1,,70_79_YEARS,,,,,,170557,2926,2468,7596,,0,,,True
LUX,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,HW,16915,6807,6602,427,,0,,,
IRL,2021,4,TESSY,JAP-AD26-COV-2.5-1,,,,,,,HW,250000,10,10,13,,0,,,
LVA,2021,4,TESSY,MOC-MRNA-1273-1,,25_49_YEARS,,,,,,639712,4684,5311,41092,,0,,,True
GRC,2021,4,TESSY,MOC-MRNA-1273-1,,25_49_YEARS,,,,,,3497414,3385,1855,,,0,,,True
EST,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,HW,16472,11310,11062,0,,0,,,
MLT,2021,4,TESSY,ASZ-AZD1222-1,,,,,,,RES_LONG_TERM,4102,3,0,0,,0,,,
BGR,2021,4,TESSY,MOC-MRNA-1273-1,,18_24_YEARS,,,,,,427191,1029,788,1272,,0,,,True
FIN,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,5525292,,,860114,211909,970620,,0,,,
CYP,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,RES_LONG_TERM,-4444,5367,5777,2168,,0,,,
BGR,2021,4,TESSY,ASZ-AZD1222-1,,,,,,,HW,243600,3658,2,0,,0,,,
HUN,2021,4,TESSY,ASZ-AZD1222-1,,UNKNOWN,,,,,,-4444,0,0,0,,0,,,True
ROU,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,,RES_LONG_TERM,-4444,32809,28066,1593,,0,,,
MLT,2021,4,TESSY,ASZ-AZD1222-1,,70_79_YEARS,,,,,,44918,1813,9,0,,0,,,True
ESP,2021,4,TESSY,PFI-COMIRNATY-1,,25_49_YEARS,,,,,,16481919,778461,756781,1454357,,0,,,True
NOR,2021,4,TESSY,PFI-COMIRNATY-1,,,,,,5367580,,,556744,367815,916336,,0,,,
