COUNTRY,YEAR,REPORTING_PERIOD,SOURCE,VACCINE_TYPE,GENDER,AGEGROUP,CUSTOM_AGEGROUP,AGEGROUP_CUSTOM_CLEAN,TOTAL_POP,TARGET_POP,TARGET_GROUP,NUMBER_TARGET,N_VACC_DOSE1,N_VACC_LAST_DOSE,N_VACC_BOOSTER_DOSE,N_VACC_BOOSTER_DOSE_2,N_VACC_UNKNOWN,N_VACC_TOTAL_DOSES,COMMENTS,WEBINCLUDED
PRY,2021,11,,,,50_59_YEARS,,,,,,614309,395291,344980,,,,,,
PRY,2021,11,,,,60_69_YEARS,,,,,,428473,304697,274238,,,,,,
PRY,2021,11,,,,70_79_YEARS,,,,,,217693,160034,144423,,,,,,
PRY,2021,11,,,,GTEQ_80_YEARS,,,,,,100279,72169,63833,,,,,,
PRY,2021,11,,,,UNKNOWN,,,,,,,,,,,,,,
UKR,2021,11,,,,,,,,,PW,,,,,,,,,
UKR,2021,11,,,,,,,,,HW,,,,,,,,,
UKR,2021,11,,,,,,,,,CO_MORBIDITY_ADULTS,,,,,,,,,
UKR,2021,11,,,,,,,,,CO_MORBIDITY_CHILRDEN,,,,,,,,,
UKR,2021,11,,,,,,,,,RES_LONG_TERM,,,,,,,,,
PRY,2021,11,,,,,,,,,HW,,106192,85368,,,,,,
PRY,2021,11,,,,,,,,,CO_MORBIDITY_ADULTS,,2752276,2248896,,,,,,
PRY,2021,11,,,,,,,,,CO_MORBIDITY_CHILRDEN,,54383,51969,,,,,,
PRY,2021,11,,,,,,,,,RES_LONG_TERM,,6295,1503,,,,,,
PRY,2021,11,,,,,,,,,PW,,25970,14438,,,,,,
BLR,2021,11,,ALL,,,,,9349645,5457915,,,3698980,2868077,87464,,0,,,
BLZ,2021,11,,ALL,,,,,430191,314498,,,206139,181343,-4444,,-4444,,,
BLZ,2021,11,,,MALE,,,,,,,-2222,-2222,-2222,-2222,,-2222,,-4444,
BLZ,2021,11,,,FEMALE,,,,,,,-2222,-2222,-2222,-4444,,-4444,,-4444,
BLZ,2021,11,,,UNKNOWN,,,,,,,-4444,-4444,-4444,-4444,,-4444,,-4444,
BLR,2021,11,,,MALE,,,,,,,-4444,-4444,-4444,-4444,,-4444,,-4444,
BLR,2021,11,,,FEMALE,,,,,,,,,,,,,,,
BLR,2021,11,,,UNKNOWN,,,,,,,,,,,,,,,
BLZ,2021,11,,,,LT_12_YEARS,-4444,,,,,-4444,-4444,-4444,,,,,,
BLZ,2021,11,,,,12_15_YEARS,-2222,,,,,-2222,18435,14205,-4444,,-4444,,-4444,
BLZ,2021,11,,,,16_17_YEARS,-2222,,,,,-2222,9789,7278,,,,,,
BLZ,2021,11,,,,18_24_YEARS,-2222,,,,,-2222,-2222,-2222,-2222,,,,,
BLZ,2021,11,,,,25_49_YEARS,-2222,,,,,-2222,-2222,-2222,-4444,,-4444,,-4444,
BLZ,2021,11,,,,50_59_YEARS,-4444,,,,,-2222,-2222,-2222,-2222,,-4444,,-4444,
BLZ,2021,11,,,,60_69_YEARS,-2222,,,,,-2222,-2222,-2222,-4444,,-4444,,-4444,
BLZ,2021,11,,,,70_79_YEARS,-2222,,,,,-2222,-2222,-2222,-4444,,-4444,,-4444,
BLZ,2021,11,,,,GTEQ_80_YEARS,-2222,,,,,-2222,-2222,-2222,-4444,,-4444,,-4444,
BLZ,2021,11,,,,UNKNOWN,-2222,,,,,-2222,-2222,-2222,-4444,,-4444,,-4444,
BLR,2021,11,,,,LT_12_YEARS,-4444,,,,,-4444,-4444,-4444,-4444,,-4444,,-4444,
BLR,2021,11,,,,12_15_YEARS,-4444,,,,,-4444,-4444,-4444,-4444,,-4444,,-4444,
BLR,2021,11,,,,16_17_YEARS,-4444,,,,,-4444,-4444,-4444,-4444,,-4444,,-4444,
BLR,2021,11,,,,18_24_YEARS,-2222,,,,,-4444,-2222,-2222,-2222,,-2222,,-2222,
BLR,2021,11,,,,25_49_YEARS,-2222,,,,,-4444,-2222,-2222,-2222,,-2222,,-2222,
BLR,2021,11,,,,50_59_YEARS,-2222,,,,,-4444,-2222,-2222,-2222,,-2222,,-2222,
BLR,2021,11,,,,60_69_YEARS,-2222,,,,,-4444,-2222,-2222,-2222,,-2222,,-2222,
BLR,2021,11,,,,70_79_YEARS,-2222,,,,,-4444,-2222,-2222,-2222,,-2222,,-2222,
BLR,2021,11,,,,GTEQ_80_YEARS,-2222,,,,,-4444,-2222,-2222,-2222,,-2222,,-2222,
BLR,2021,11,,,,UNKNOWN,-2222,,,,,-2222,-2222,-2222,-2222,,-2222,,-2222,
BLZ,2021,11,,,,,,,,,HW,5000,4998,2451,-4444,,-4444,,-4444,
BLZ,2021,11,,,,,,,,,CO_MORBIDITY_ADULTS,30000,11206,5265,-4444,,-4444,,,
BLZ,2021,11,,,,,,,,,CO_MORBIDITY_CHILRDEN,-4444,-4444,-4444,-4444,,-4444,,-4444,
BLZ,2021,11,,,,,,,,,RES_LONG_TERM,-2222,-2222,-2222,-4444,,-4444,,-4444,
BLZ,2021,11,,,,,,,,,PW,7000,746,246,-4444,,-4444,,-4444,
BLR,2021,11,,,,,,,,,RES_LONG_TERM,21677,20784,20696,8140,,0,,-2222,
BLR,2021,11,,,,,,,,,HW,221193,204219,199195,21576,,0,,-2222,
BLR,2021,11,,,,,,,,,CO_MORBIDITY_ADULTS,1206971,803959,652308,10994,,0,,-4444,
BLR,2021,11,,,,,,,,,CO_MORBIDITY_CHILRDEN,-4444,-4444,-4444,-4444,,-4444,,-4444,
BLR,2021,11,,,,,,,,,PW,22981,4347,1048,0,,0,,-2222,
BLZ,2021,11,,PFI-COMIRNATY-1,,,,,,,,,42229,29128,-4444,,-4444,,-4444,
BLZ,2021,11,,JAP-AD26-COV-2.5-1,,,,,,,,,18258,18258,-4444,,-4444,,single dose,
BLZ,2021,11,,BIB-INAC-SARS2-1,,,,,,,,,4211,3657,-4444,,-4444,,-4444,
BLZ,2021,11,,ASZ-AZD1222-1,,,,,,,,,159699,130300,-4444,,-4444,,-4444,
CRI,2021,11,,ALL,,,,,5163021,4274462,,,3751491,2798540,19418,,-4444,,Se han aplicado terceras dosis o refuerzos como planes de contingencia para evitar pérdida de vacuna,
FIN,2021,11,,ALL,,,,,,,,,,,,,,,,
AND,2021,11,,ALL,,,,,,,,,,,,,,,,
AND,2021,11,,,MALE,,,,,,,,,,,,,,,
AND,2021,11,,,FEMALE,,,,,,,,,,,,,,,
AND,2021,11,,,UNKNOWN,,,,,,,,,,,,,,,
FIN,2021,11,,,MALE,,,,,,,,,,,,,,,
FIN,2021,11,,,FEMALE,,,,,,,,,,,,,,,
FIN,2021,11,,,UNKNOWN,,,,,,,,,,,,,,,
CRI,2021,11,,,FEMALE,,,,,,,2128617,1901885,1488392,10199,,-4444,,,
CRI,2021,11,,,MALE,,,,,,,2145713,1849434,1310109,9219,,-4444,,,
CRI,2021,11,,,UNKNOWN,,,,,,,-4444,172,39,-4444,,-4444,,Representa registros donde la variable sexo fue omitida,
AND,2021,11,,,,LT_12_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,12_15_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,16_17_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,18_24_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,25_49_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,50_59_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,60_69_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,70_79_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,
AND,2021,11,,,,UNKNOWN,,,,,,,,,,,,,,
FIN,2021,11,,,,LT_12_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,12_15_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,16_17_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,18_24_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,25_49_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,50_59_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,60_69_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,70_79_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,GTEQ_80_YEARS,,,,,,,,,,,,,,
FIN,2021,11,,,,UNKNOWN,,,,,,,,,,,,,,
CRI,2021,11,,,,16_17_YEARS,12-17años,12_17_YEARS,,,,449852,311311,160350,0,,-4444,,,
CRI,2021,11,,,,18_24_YEARS,-4444,,,,,566756,486355,247451,893,,-4444,,Se modificaron los rangos de edad,
CRI,2021,11,,,,LT_12_YEARS,-4444,,,,,-4444,-4444,-4444,-4444,,-4444,,,
CRI,2021,11,,,,12_15_YEARS,-4444,,,,,,-4444,-4444,-4444,,-4444,,,
CRI,2021,11,,,,25_49_YEARS,-4444,,,,,1988380,1754197,1269834,14921,,-4444,,,
CRI,2021,11,,,,50_59_YEARS,-4444,,,,,560771,523226,462299,2926,,-4444,,,
CRI,2021,11,,,,60_69_YEARS,-4444,,,,,415095,383216,371005,631,,-4444,,se modificaron los rangos de dad,
CRI,2021,11,,,,70_79_YEARS,-4444,,,,,199562,196135,192183,41,,-4444,,,
CRI,2021,11,,,,GTEQ_80_YEARS,-4444,,,,,96972,96870,95379,6,,-4444,,,
CRI,2021,11,,,,UNKNOWN,-4444,,,,,-4444,172,39,-4444,,-4444,,,
AND,2021,11,,,,,,,,,HW,,,,,,,,,
AND,2021,11,,,,,,,,,CO_MORBIDITY_ADULTS,,,,,,,,,
AND,2021,11,,,,,,,,,CO_MORBIDITY_CHILRDEN,,,,,,,,,
AND,2021,11,,,,,,,,,RES_LONG_TERM,,,,,,,,,
AND,2021,11,,,,,,,,,PW,,,,,,,,,
FIN,2021,11,,,,,,,,,HW,,,,,,,,,
FIN,2021,11,,,,,,,,,CO_MORBIDITY_ADULTS,,,,,,,,,
FIN,2021,11,,,,,,,,,CO_MORBIDITY_CHILRDEN,,,,,,,,,
FIN,2021,11,,,,,,,,,RES_LONG_TERM,,,,,,,,,
FIN,2021,11,,,,,,,,,PW,,,,,,,,,
CRI,2021,11,,,,,,,,,CO_MORBIDITY_ADULTS,-4444,,,,,,,,
CRI,2021,11,,,,,,,,,CO_MORBIDITY_CHILRDEN,-4444,-4444,-4444,-4444,,-4444,,,
CRI,2021,11,,,,,,,,,RES_LONG_TERM,-4444,-4444,-4444,,,-4444,,Población incluida en el rango de mayores de mayores de 57 años,
CRI,2021,11,,,,,,,,,PW,-4444,-4444,-4444,,,-4444,,Condición se actualiza automáticamente por lo que el dato varía según el estado de embarazo y no según la cantidad de de embarazadas vacunadas en històrico,
CRI,2021,11,,,,,,,,,HW,110000,137917,101475,,,-4444,,Población objetivo definida por el Ministerio de Salud. Desde que se abrió la vacunación por grupos de edad no se lleva el registro con esta segregación,
CRI,2021,11,,PFI-COMIRNATY-1,,,,,,,,,2669889,2574404,-4444,,-4444,,-4444,
CRI,2021,11,,ASZ-AZD1222-1,,,,,,,,,1051602,224136,19418,,-4444,,Las dosis de refuerzo solo se están realizando con la vacuna de AstraZeneca por el momento,
BDI,2021,12,AFR,ALL,,,,,,,HW,505360,139,,0,,,,,
CMR,2021,12,AFR,ALL,,,,,,,HW,133304,76970,56429,,,,,,
CAF,2021,12,AFR,ALL,,,,,,,HW,11141,,,,,,,,
TCD,2021,12,AFR,ALL,,,,,,,HW,31150,11036,5795,,,,,,
COD,2021,12,AFR,ALL,,,,,,,HW,845919,14389,8111,,,,,,
STP,2021,12,AFR,ALL,,,,,,,HW,1766,2121,1830,0,,,,,
BWA,2021,12,AFR,ALL,,,,,,,HW,28897,29727,21835,,,,,,
COM,2021,12,AFR,ALL,,,,,,,HW,3224,3206,2783,0,,,,,
SWZ,2021,12,AFR,ALL,,,,,,,HW,18000,16474,13230,,,,,,
ETH,2021,12,AFR,ALL,,,,,,,HW,405493,320894,232023,0,,,,,
KEN,2021,12,AFR,ALL,,,,,,,HW,208418,242952,198563,0,,,,,
LSO,2021,12,AFR,ALL,,,,,,,HW,20130,41857,34919,0,,,,,
MDG,2021,12,AFR,ALL,,,,,,,HW,27067,24472,25836,0,,,,,
MWI,2021,12,AFR,ALL,,,,,,,HW,50504,,,0,,,,,
MOZ,2021,12,AFR,ALL,,,,,,,HW,78964,72698,66287,0,,,,,
NAM,2021,12,AFR,ALL,,,,,,,HW,53851,14255,11353,,,,,,
RWA,2021,12,AFR,ALL,,,,,,,HW,85176,84790,84695,,,,,,
SSD,2021,12,AFR,ALL,,,,,,,HW,27000,15286,16092,0,,,,,
UGA,2021,12,AFR,ALL,,,,,,,HW,1350000,139613,70017,0,,,,,
TZA,2021,12,AFR,ALL,,,,,,,HW,150000,118447,118447,,,,,,
ZMB,2021,12,AFR,ALL,,,,,,,HW,64764,7484,46590,0,,,,,
ZWE,2021,12,AFR,ALL,,,,,,,HW,496770,,,,,,,,
BFA,2021,12,AFR,ALL,,,,,,,HW,32750,28787,22824,0,,,,,
CPV,2021,12,AFR,ALL,,,,,,,HW,4272,6217,5791,,,,,,
CIV,2021,12,AFR,ALL,,,,,,,HW,67506,54971,19848,0,,,,,
GMB,2021,12,AFR,ALL,,,,,,,HW,8883,8744,6364,0,,,,,
AGO,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,300000,,,,,,,,
BDI,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,631700,422,,,,,,,
CMR,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,270767,64592,46828,,,,,,
CAF,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,824458,,,,,,,,
TCD,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,1089461,8380,3631,,,,,,
COD,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,11889931,14128,10302,0,,,,,
STP,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,5875,9392,6047,0,,,,,
BWA,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,314842,395518,,,,,,,
COM,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,141394,23787,15942,0,,,,,
SWZ,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,116036,145198,124277,,,,,,
ETH,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,11000000,4720857,2826817,0,,,,,
LSO,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,204227,,,,,,,,
MDG,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,3207171,123131,124843,0,,,,,
MWI,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,888242,,,0,,,,,
MOZ,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,66905,62905,58208,0,,,,,
NAM,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,235659,110134,,0,,,,,
RWA,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,1228300,,154348,,,,,,
SSD,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,375000,8384,10365,0,,,,,
UGA,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,7650000,39726,13282,0,,,,,
TZA,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,3441764,208850,208850,,,,,,
ZWE,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,1030310,,,,,,,,
BFA,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,1308037,21091,16196,0,,,,,
CPV,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,24500,15077,13713,,,,,,
CIV,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,4820655,122850,44641,0,,,,,
GMB,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,299883,21525,19484,0,,,,,
BDI,2021,12,AFR,ALL,,,,,,,OLDER_60,341118,,,,,,,,
CMR,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,2625384,239168,185744,,,,,,
CAF,2021,12,AFR,ALL,,,,,,,OLDER_60,278533,,,,,,,,
TCD,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,1455634,9156,3564,,,,,,
COD,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,6957323,26529,8797,0,,,,,
STP,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,11341,8164,6156,0,,,,,
BWA,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,264383,229734,191422,,,,,,
COM,2021,12,AFR,ALL,,,,,,,OLDER_60,141394,,,,,,,,
SWZ,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,76158,53345,50397,,,,,,
ETH,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,3476356,999160,694420,0,,,,,
KEN,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,2594585,844411,546307,0,,,,,
LSO,2021,12,AFR,ALL,,,,,,,OLDER_60,188000,,,,,,,,
MDG,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,1907000,80130,60435,0,,,,,
MWI,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,954424,,,0,,,,,
MOZ,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,27278,25369,24005,0,,,,,
NAM,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,93063,51659,,,,,,,
RWA,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,449069,,729452,,,,,,
SSD,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,410000,5191,12507,0,,,,,
UGA,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,2200000,499742,176112,0,,,,,
TZA,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,7470235,82287,82287,,,,,,
ZMB,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,721969,,,0,,,,,
ZWE,2021,12,AFR,ALL,,,,,,,OLDER_60,583282,,,,,,,,
BFA,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,,,,,,,,
CPV,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,50174,42284,37916,49,,,,,
CIV,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,1065386,869577,398975,0,,,,,
GMB,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,75886,21001,18620,0,,,,,
BDI,2021,12,AFR,ALL,,,,,,,REFUGEES,821209,,,,,,,,
CMR,2021,12,AFR,ALL,,,,,,,REFUGEES,141923,6584,7544,,,,,,
STP,2021,12,AFR,ALL,,,,,,,REFUGEES,0,0,0,0,,,,,
BWA,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
COM,2021,12,AFR,ALL,,,,,,,REFUGEES,0,0,0,0,,,,,
ERI,2021,12,AFR,ALL,,,,,,,REFUGEES,201,,,,,,,,
SWZ,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
ETH,2021,12,AFR,ALL,,,,,,,REFUGEES,3545530,,,,,,,,
KEN,2021,12,AFR,ALL,,,,,,,REFUGEES,534622,,,,,,,,
LSO,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
MDG,2021,12,AFR,ALL,,,,,,,REFUGEES,0,0,0,0,,,,,
MWI,2021,12,AFR,ALL,,,,,,,REFUGEES,49736,,,0,,,,,
MUS,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
MOZ,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
NAM,2021,12,AFR,ALL,,,,,,,REFUGEES,5000,,,,,,,,
RWA,2021,12,AFR,ALL,,,,,,,REFUGEES,122460,,,,,,,,
SYC,2021,12,AFR,ALL,,,,,,,REFUGEES,0,0,0,0,,,,,
ZAF,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
SSD,2021,12,AFR,ALL,,,,,,,REFUGEES,128158,3005,6824,0,,,,,
UGA,2021,12,AFR,ALL,,,,,,,REFUGEES,1524352,,,,,,,,
TZA,2021,12,AFR,ALL,,,,,,,REFUGEES,256399,109,109,,,,,,
ZMB,2021,12,AFR,ALL,,,,,,,REFUGEES,71328,,,0,,,,,
ZWE,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
BFA,2021,12,AFR,ALL,,,,,,,REFUGEES,1446155,,,,,,,,
CIV,2021,12,AFR,ALL,,,,,,,REFUGEES,0,,,,,,,,
GHA,2021,12,AFR,ALL,,,,,,,REFUGEES,0,0,0,0,,,,,
GAB,2021,12,AFR,ALL,,,,,,,HW,,5758,,,,,,,
MLI,2021,12,AFR,ALL,,,,,,,HW,,142009,38310,,,,,,
NER,2021,12,AFR,ALL,,,,,,,HW,,18746,9406,,,,,,
NGA,2021,12,AFR,ALL,,,,,,,HW,,548228,328041,,,,,,
SEN,2021,12,AFR,ALL,,,,,,,HW,,92293,76439,,,,,,
SLE,2021,12,AFR,ALL,,,,,,,HW,,32378,,0,,,,,
GHA,2021,12,AFR,ALL,,,,,,,HW,,,,0,,,,,
MLI,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,,56270,17618,,,,,,
SEN,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,,573892,595589,,,,,,
ZMB,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,,,,0,,,,,
GHA,2021,12,AFR,ALL,,,,,,,CO_MORBIDITY,,,,0,,,,,
CMR,2021,12,AFR,ALL,,,,,,,OLDER_60,,239168,185744,,,,,,
TCD,2021,12,AFR,ALL,,,,,,,OLDER_60,,9156,3564,,,,,,
COD,2021,12,AFR,ALL,,,,,,,OLDER_60,,26529,8797,0,,,,,
GAB,2021,12,AFR,ALL,,,,,,,OLDER_60,,9586,,,,,,,
STP,2021,12,AFR,ALL,,,,,,,OLDER_60,,8164,6156,0,,,,,
BWA,2021,12,AFR,ALL,,,,,,,OLDER_60,,229734,191422,,,,,,
SWZ,2021,12,AFR,ALL,,,,,,,OLDER_60,,53345,50397,,,,,,
ETH,2021,12,AFR,ALL,,,,,,,OLDER_60,,999160,694420,0,,,,,
KEN,2021,12,AFR,ALL,,,,,,,OLDER_60,,844411,546307,0,,,,,
MDG,2021,12,AFR,ALL,,,,,,,OLDER_60,,80130,60435,0,,,,,
MOZ,2021,12,AFR,ALL,,,,,,,OLDER_60,,25369,24005,0,,,,,
NAM,2021,12,AFR,ALL,,,,,,,OLDER_60,,51659,,,,,,,
SYC,2021,12,AFR,ALL,,,,,,,OLDER_60,,76369,72839,19574,,,,,
SSD,2021,12,AFR,ALL,,,,,,,OLDER_60,,5191,12507,0,,,,,
UGA,2021,12,AFR,ALL,,,,,,,OLDER_60,,499742,176112,0,,,,,
TZA,2021,12,AFR,ALL,,,,,,,OLDER_60,,82287,82287,,,,,,
BFA,2021,12,AFR,ALL,,,,,,,OLDER_60,,,,,,,,,
CPV,2021,12,AFR,ALL,,,,,,,OLDER_60,,42284,37916,,,,,,
CIV,2021,12,AFR,ALL,,,,,,,OLDER_60,,869577,398975,0,,,,,
GMB,2021,12,AFR,ALL,,,,,,,OLDER_60,,21001,18620,0,,,,,
GHA,2021,12,AFR,ALL,,,,,,,OLDER_60,,372571,64638,0,,,,,
MLI,2021,12,AFR,ALL,,,,,,,OLDER_60,,201301,96477,,,,,,
NER,2021,12,AFR,ALL,,,,,,,OLDER_60,,120941,86221,,,,,,
NGA,2021,12,AFR,ALL,,,,,,,OLDER_60,,1555538,933964,,,,,,
SEN,2021,12,AFR,ALL,,,,,,,OLDER_60,,324900,262133,,,,,,
RWA,2021,12,AFR,ALL,,,,,,,OLDER_60,,,729452,,,,,,
MWI,2021,12,AFR,ALL,,,,,,,OLDER_60,,,,0,,,,,
ZMB,2021,12,AFR,ALL,,,,,,,OLDER_60,,,,0,,,,,
SLE,2021,12,AFR,ALL,,,,,,,OLDER_60,,,,0,,,,,
CPV,2021,12,AFR,ALL,,,,,,,REFUGEES,,,,,,,,,
SLE,2021,12,AFR,ALL,,,,,,,REFUGEES,,0,0,,,,,,
CAF,2021,12,AFR,ALL,MALE,,,,,,,,215641,,,,,,,
TCD,2021,12,AFR,ALL,MALE,,,,,,,,128607,51655,,,,,,
COD,2021,12,AFR,ALL,MALE,,,,,,,,65443,10559,,,,,,
STP,2021,12,AFR,ALL,MALE,,,,,,,,45662,21416,,,,,,
BWA,2021,12,AFR,ALL,MALE,,,,,,,,317839,223628,,,,,,
COM,2021,12,AFR,ALL,MALE,,,,,,,,148205,124948,,,,,,
SWZ,2021,12,AFR,ALL,MALE,,,,,,,,143837,123143,,,,,,
ETH,2021,12,AFR,ALL,MALE,,,,,,,,2312364,1969128,,,,,,
KEN,2021,12,AFR,ALL,MALE,,,,,,,,2317563,1506079,,,,,,
MDG,2021,12,AFR,ALL,MALE,,,,,,,,237011,206221,,,,,,
RWA,2021,12,AFR,ALL,MALE,,,,,,,,3975083,,,,,,,
SSD,2021,12,AFR,ALL,MALE,,,,,,,,62675,100422,,,,,,
TZA,2021,12,AFR,ALL,MALE,,,,,,,,743624,589049,,,,,,
BFA,2021,12,AFR,ALL,MALE,,,,,,,,265890,199483,,,,,,
GMB,2021,12,AFR,ALL,MALE,,,,,,,,107602,99804,,,,,,
MLI,2021,12,AFR,ALL,MALE,,,,,,,,468253,199837,,,,,,
SLE,2021,12,AFR,ALL,MALE,,,,,,,,393725,,,,,,,
CPV,2021,12,AFR,ALL,MALE,,,,,,,,,269850,,,,,,
CAF,2021,12,AFR,ALL,FEMALE,,,,,,,,166909,,,,,,,
TCD,2021,12,AFR,ALL,FEMALE,,,,,,,,69915,24849,,,,,,
COD,2021,12,AFR,ALL,FEMALE,,,,,,,,33467,10088,,,,,,
STP,2021,12,AFR,ALL,FEMALE,,,,,,,,42901,22726,,,,,,
BWA,2021,12,AFR,ALL,FEMALE,,,,,,,,417309,302891,,,,,,
COM,2021,12,AFR,ALL,FEMALE,,,,,,,,133759,116321,,,,,,
SWZ,2021,12,AFR,ALL,FEMALE,,,,,,,,173456,151331,,,,,,
ETH,2021,12,AFR,ALL,FEMALE,,,,,,,,2117727,1653746,,,,,,
KEN,2021,12,AFR,ALL,FEMALE,,,,,,,,2220437,1370046,,,,,,
MDG,2021,12,AFR,ALL,FEMALE,,,,,,,,232241,208592,,,,,,
RWA,2021,12,AFR,ALL,FEMALE,,,,,,,,4507306,,,,,,,
SSD,2021,12,AFR,ALL,FEMALE,,,,,,,,22833,72019,,,,,,
TZA,2021,12,AFR,ALL,FEMALE,,,,,,,,582059,394751,,,,,,
BFA,2021,12,AFR,ALL,FEMALE,,,,,,,,243494,184178,,,,,,
GMB,2021,12,AFR,ALL,FEMALE,,,,,,,,132372,126233,,,,,,
MLI,2021,12,AFR,ALL,FEMALE,,,,,,,,341334,148405,,,,,,
SLE,2021,12,AFR,ALL,FEMALE,,,,,,,,309506,,,,,,,
CPV,2021,12,AFR,ALL,FEMALE,,,,,,,,,281010,,,,,,
GAB,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,9586,,,,,,,
SYC,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,76369,72839,19574,,,,,
GHA,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,372571,64638,0,,,,,
MLI,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,201301,96477,,,,,,
NER,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,120941,86221,,,,,,
NGA,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,1555538,933964,,,,,,
SEN,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,324900,262133,,,,,,
SLE,2021,12,AFR,ALL,,GTEQ_60_YEARS,,,,,,,,,0,,,,,
AGO,2021,12,AFR,ALL,,,,,,16823284,,,6389044,2880348,,,,9269392,,
BDI,2021,12,AFR,ALL,,,,,,6316996,,,938,778,,,,1592,,
