COUNTRY,YEAR,INDCODE,DIMENSION2,VALUE,VALUE_NUM,VALUE_EXACT,VALUE_CMT,LEG_COMMENT,LEG_CREATEDBY,LEG_MODIFIEDBY,LEG_DATESTAMP,SOURCE
KNA,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ADULTS_CHRONIC,NO,,,,,,,,EJRF
KNA,2024,POLICY_REVACCINATION,PW,NO,,,,,,,,EJRF
KNA,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_HCW,NO,,,,,,,,EJRF
KNA,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA,NO,,,,,,,,EJRF
KNA,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA_CHRONIC,NO,,,,,,,,EJRF
KNA,2024,POLICY_REVACCINATION,OTHER_GROUPS,NO,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ELDERLY,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ADULTS,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ADULTS_CHRONIC,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,PW,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_HCW,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_CA,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_CA_CHRONIC,-4444,,,,,,,,EJRF
KNA,2024,POLICY_INTERVAL,OTHER_GROUPS,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,POLICY_RECOMMENDATION_ELDERLY,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,POLICY_RECOMMENDATION_ADULTS,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,POLICY_RECOMMENDATION_ADULTS_CHRONIC,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,PW,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,POLICY_RECOMMENDATION_HCW,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,POLICY_RECOMMENDATION_CA,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,POLICY_RECOMMENDATION_CA_CHRONIC,-4444,,,,,,,,EJRF
KNA,2024,POLICY_VACCINATION_COM,OTHER_GROUPS,-4444,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ELDERLY,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ADULTS,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ADULTS_CHRONIC,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,PW,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_HCW,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_CA,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_CA_CHRONIC,YES,,,,,,,,EJRF
MLT,2024,POLICY_VACCINATION,OTHER_GROUPS,YES,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ELDERLY,YES,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,YES,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ADULTS,NO,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ADULTS_CHRONIC,YES,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,PW,YES,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_HCW,NO,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_CA,NO,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_CA_CHRONIC,NO,,,,,,,,EJRF
MCO,2024,POLICY_VACCINATION,OTHER_GROUPS,NO,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,YES,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ELDERLY,YES,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ADULTS,YES,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_ADULTS_CHRONIC,YES,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,PW,NO,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_HCW,YES,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_CA,YES,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,POLICY_RECOMMENDATION_CA_CHRONIC,YES,,,,,,,,EJRF
NIC,2024,POLICY_VACCINATION,OTHER_GROUPS,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ELDERLY,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ADULTS,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ADULTS_CHRONIC,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,PW,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_HCW,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA_CHRONIC,YES,,,,,,,,EJRF
MLT,2024,POLICY_REVACCINATION,OTHER_GROUPS,YES,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ELDERLY,YES,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,YES,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ADULTS,NO,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ADULTS_CHRONIC,YES,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,PW,YES,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_HCW,NO,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA,NO,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA_CHRONIC,NO,,,,,,,,EJRF
MCO,2024,POLICY_REVACCINATION,OTHER_GROUPS,NO,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,YES,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ELDERLY,YES,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ADULTS,YES,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_ADULTS_CHRONIC,YES,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,PW,NO,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_HCW,YES,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA,NO,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,POLICY_RECOMMENDATION_CA_CHRONIC,NO,,,,,,,,EJRF
NIC,2024,POLICY_REVACCINATION,OTHER_GROUPS,YES,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ELDERLY,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ADULTS,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ADULTS_CHRONIC,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,PW,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_HCW,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_CA,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_CA_CHRONIC,12_MONTHS,,,,,,,,EJRF
MLT,2024,POLICY_INTERVAL,OTHER_GROUPS,12_MONTHS,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ELDERLY,12_MONTHS,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ELDERLY_CHRONIC,12_MONTHS,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ADULTS,-4444,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_ADULTS_CHRONIC,12_MONTHS,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,PW,12_MONTHS,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_HCW,-4444,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_CA,-4444,,,,,,,,EJRF
MCO,2024,POLICY_INTERVAL,POLICY_RECOMMENDATION_CA_CHRONIC,-4444,,,,,,,,EJRF
