COUNTRY,YEAR,VACCINECODE,INTERVENTION,SCHEDULEROUNDS,TARGETPOP,GEOAREA,AGEADMINISTERED,SUBNATIONAL_TARGET,SOURCECOMMENT,COMMENTORIGINAL,LEG_COMMENT,LEG_CREATEDBY,LEG_MODIFIEDBY,LEG_DATESTAMP
SWZ,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
SWZ,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
SWZ,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
SEN,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
SEN,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
SEN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
SEN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adutls with chronic conditions, older adults with chronic conditions",,,,,
TGO,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
TGO,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
TGO,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
TGO,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
BEN,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
BEN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older olders",,,,,
BEN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
BEN,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
LBR,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
KOR,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
KOR,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,Updated eJRF 2024 received 11/Jun/2025,,,
BGR,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
BGR,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
BGR,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
BGR,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
BGR,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
CYP,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
CYP,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
CYP,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
CYP,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
CYP,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
HRV,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
HRV,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
HRV,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
HRV,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
LVA,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
LVA,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Older adults with chronic conditions, other groups",,Updated eJRF 2024 received 21/Jun/2025,,,
ARM,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
ARM,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
ARM,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, older adults with chronic conditions",,,,,
FIN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
FIN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
FIN,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
FIN,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
IRL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
IRL,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
IRL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
IRL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
GBR,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
GBR,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
HND,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
HND,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
HND,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
HND,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
HND,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
AIA,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
AIA,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
AIA,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
AIA,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
AIA,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
MAC,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MAC,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
MAC,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
MAC,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MAC,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
BOL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
BOL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
BOL,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
BOL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
BOL,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
NZL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
DEU,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
DEU,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
DEU,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
DEU,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
MSR,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
MSR,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MSR,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
MSR,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MSR,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
URY,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
URY,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
URY,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adutls with chronic conditions, older adults with chronic conditions, other groups",,,,,
URY,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
HUN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
HUN,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
HUN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
HUN,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
DOM,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All adults,,,,,
DOM,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
FJI,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant womens,,,,,
FJI,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
FJI,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
FJI,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions",,,,,
FJI,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
QAT,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
QAT,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
KWT,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
KWT,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
KWT,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
KWT,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
KWT,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
BRA,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
BRA,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
BRA,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
BRA,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
CHL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
CHL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
CHL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,Adults with chronic conditions,,,,,
CHL,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
PRY,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
PRY,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
PRY,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
PRY,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
CRI,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older with chronic conditions, other groups",,,,,
CRI,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
CRI,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
CRI,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
CRI,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
PER,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
PER,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Prenant women,,,,,
PER,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
PER,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
SOM,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,pregnant women,,,,,
SOM,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
MWI,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MWI,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MWI,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
MWI,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
PNG,2024,COVID19,,1,HW,NATIONAL,,,Health and care workers,,,,,
PNG,2024,COVID19,,1,ADULTS,NATIONAL,,,"All adults, all older adults",,,,,
PNG,2024,COVID19,,1,RISKGROUPS,NATIONAL,,,"Adults with chronic conditions, older adults with chronic conditions",,,,,
WSM,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
WSM,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
WSM,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
WSM,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
CHE,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
CHE,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
CHE,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
LCA,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
LCA,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
LCA,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
LCA,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
LCA,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
ECU,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, other groups",,,,,
ECU,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
ECU,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
ECU,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
ETH,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
ETH,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
ETH,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
ETH,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
ETH,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
KEN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
KEN,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
KEN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,Other groups,,,,,
BLZ,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
BLZ,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
BLZ,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
BLZ,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
BLZ,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
TCA,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
TCA,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
TCA,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
TCA,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MKD,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
MKD,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MKD,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MKD,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
COL,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
COL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
COL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
COL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
AUS,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
AUS,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
AUS,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
AUS,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
EST,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
EST,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
EST,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
EST,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
BLR,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
BLR,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, other groups",,,,,
AFG,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 22/May/2025.,,,
AFG,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,Updated eJRF 2024 received 22/May/2025.,,,
AFG,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, older adults with chronic conditions",,Updated eJRF 2024 received 22/May/2025.,,,
LAO,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older with chronic conditions",,,,,
LAO,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
LAO,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
LAO,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
LAO,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
MYS,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
MYS,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MYS,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
MYS,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
NCL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
NCL,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
NCL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
NCL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
COM,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
COM,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
COM,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
COM,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
COM,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
BRN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
BRN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
BRN,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
BRN,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
BRN,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
JAM,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
JAM,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
JAM,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents chronic conditions, adults chronic conditions, older adults chronic conditions",,,,,
JAM,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
VCT,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 30/May/2025,,,
VCT,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 30/May/2025,,,
VCT,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All adults,,Updated eJRF 2024 received 30/May/2025,,,
VCT,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,Updated eJRF 2024 received 30/May/2025,,,
VCT,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,Updated eJRF 2024 received 30/May/2025,,,
CAN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
CAN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
CAN,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
CAN,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
CAN,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
TKL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All adults,,,,,
TKL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,Older adults with chronic conditions,,,,,
TKL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MNP,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
MNP,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MNP,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MNP,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
MNP,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
PYF,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
PYF,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
PYF,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
PYF,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MEX,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, other groups",,,,,
MEX,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
MEX,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
MEX,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
MEX,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
PAN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
PAN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
PAN,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
PAN,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
PAN,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,,,,
BMU,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
BMU,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
BMU,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
SGP,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,,,,
SGP,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
SGP,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,pregnant women,,,,,
